grade06,grade07,grade08,grade09,grade10,grade11,grade12,county_district_school_code,economically_disadvantaged,english_learners,female,homeless,male,migrant,military_connected,in_foster_care,with_disabilities,american_indian_or_alaska_native,asian,black_or_african_american,hispanic,native_hawaiian_or_pacific_islander,two_or_more_races,white,academic_year
76.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1360-060,10.3,1.3,49.8,1.3,50.2,0.0,0.3,0.0,19.7,0.3,9.7,1.3,19.1,0.3,2.8,66.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1360-070,7.9,4.9,44.3,1.3,55.7,0.0,0.3,0.0,10.8,0.0,11.5,2.3,21.3,0.0,5.2,59.7,2018-2019
0.0,0.0,0.0,245.0,270.0,258.0,270.0,03-1370-040,55.5,11.7,48.8,0.9,51.2,0.1,0.3,0.5,7.5,0.3,17.4,29.5,40.9,0.3,1.6,10.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1370-060,74.0,13.7,47.4,1.5,52.6,0.0,0.3,0.3,18.0,0.2,3.9,33.2,51.9,0.0,0.5,10.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1370-070,65.2,16.8,46.8,1.2,53.2,0.0,0.2,0.7,22.7,0.9,1.9,31.2,45.2,0.2,0.2,20.3,2018-2019
196.0,183.0,192.0,0.0,0.0,0.0,0.0,03-1370-076,73.9,13.1,47.8,1.2,52.2,0.0,0.4,0.0,14.9,0.2,4.6,30.8,56.7,0.0,0.5,7.2,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1370-086,73.9,17.0,48.9,1.3,51.1,0.0,0.0,0.8,21.8,0.3,2.1,27.9,61.4,0.3,1.3,6.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1380-040,0.0,12.9,47.2,0.0,52.8,0.0,0.0,0.0,11.7,0.0,58.9,1.2,6.1,0.0,3.7,30.1,2018-2019
49.0,67.0,49.0,0.0,0.0,0.0,0.0,03-1380-060,0.0,2.1,51.1,0.0,48.9,0.0,0.0,0.0,13.6,0.0,54.4,3.9,5.4,0.3,1.8,34.1,2018-2019
0.0,0.0,0.0,374.0,378.0,381.0,363.0,03-1450-050,12.0,1.9,47.8,1.1,52.2,0.0,0.4,0.1,17.5,0.4,13.5,2.6,19.5,0.1,0.5,63.4,2018-2019
234.0,265.0,241.0,0.0,0.0,0.0,0.0,03-1450-060,10.1,2.3,51.5,0.9,48.5,0.0,0.9,0.1,17.2,0.3,14.2,2.7,14.6,1.4,0.8,66.1,2018-2019
166.0,125.0,167.0,0.0,0.0,0.0,0.0,03-1450-070,19.2,1.9,44.4,1.5,55.6,0.0,0.6,0.0,23.9,0.9,14.2,4.5,24.4,1.1,3.2,51.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1450-080,4.9,9.6,50.4,0.4,49.6,0.0,0.4,0.0,20.2,0.2,17.5,2.2,10.8,0.4,3.5,65.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1450-085,16.1,14.4,50.7,1.4,49.3,0.0,0.7,0.3,25.0,0.3,11.3,3.1,24.3,0.3,5.8,54.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1450-100,11.1,7.7,50.6,0.8,49.4,0.0,0.4,0.0,16.9,0.4,18.0,3.8,19.9,1.5,1.5,54.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1450-110,4.1,10.0,48.3,0.0,51.7,0.0,0.2,0.0,24.2,0.6,11.5,0.9,11.0,0.2,3.9,71.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1450-140,8.4,8.2,49.9,0.6,50.1,0.0,0.4,0.0,20.5,0.4,19.7,1.9,21.4,0.4,2.3,53.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1450-160,10.4,8.8,44.5,1.4,55.5,0.0,0.5,0.2,37.6,0.7,19.8,3.9,23.7,0.2,3.5,48.2,2018-2019
149.0,148.0,122.0,0.0,0.0,0.0,0.0,03-1470-060,66.3,14.3,52.6,2.6,47.4,0.0,0.0,0.1,20.3,0.3,2.0,1.1,82.6,0.0,0.1,13.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1470-065,64.8,7.6,46.0,3.6,54.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,90.0,0.0,0.0,10.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1470-080,77.0,30.7,50.0,5.9,50.0,0.0,0.0,0.0,13.7,0.0,1.1,1.5,86.7,0.0,0.0,10.7,2018-2019
0.0,0.0,0.0,311.0,235.0,230.0,247.0,03-1550-050,20.2,5.2,47.4,0.2,52.6,0.0,0.0,0.0,10.5,0.2,41.8,4.6,23.2,0.5,0.3,29.4,2018-2019
112.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1550-060,11.4,17.6,50.7,0.1,49.3,0.0,0.1,0.0,13.5,0.0,54.8,2.0,17.8,0.1,1.7,23.5,2018-2019
56.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1550-070,18.4,7.9,44.1,0.2,55.9,0.0,0.0,0.0,32.4,0.0,42.5,4.7,25.3,0.2,2.6,24.7,2018-2019
73.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1550-080,15.1,18.8,49.3,0.0,50.7,0.0,0.0,0.0,6.6,0.0,56.3,5.0,15.6,0.0,1.6,21.5,2018-2019
75.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1550-090,12.0,8.7,49.2,0.0,50.8,0.0,0.0,0.0,10.0,0.2,42.8,3.7,17.7,0.0,1.8,33.8,2018-2019
0.0,292.0,297.0,0.0,0.0,0.0,0.0,03-1550-100,17.2,7.3,48.4,0.7,51.6,0.2,0.0,0.0,14.5,0.0,41.7,4.7,19.6,0.5,0.5,33.1,2018-2019
136.0,131.0,149.0,0.0,0.0,0.0,0.0,03-1580-015,1.2,1.2,45.3,0.5,54.7,0.0,0.0,0.0,21.7,0.0,7.6,1.7,2.9,0.7,0.5,86.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1580-020,0.9,0.5,45.9,0.0,54.1,0.0,0.0,0.0,22.9,0.5,9.2,1.8,5.0,0.0,0.5,83.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1580-030,0.0,2.0,45.6,0.0,54.4,0.0,0.0,0.0,17.1,0.4,7.5,1.6,3.6,0.4,1.2,85.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1580-040,3.9,3.1,45.5,0.0,54.5,0.0,0.0,0.0,22.6,0.0,10.5,2.7,4.7,0.0,3.1,79.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-040,39.7,0.0,42.1,1.0,57.9,0.0,0.0,1.0,27.4,0.0,2.4,4.5,37.0,0.3,0.7,55.1,2018-2019
0.0,0.0,0.0,288.0,269.0,252.0,249.0,03-1700-050,63.4,7.7,47.1,0.9,52.9,0.0,0.9,0.1,14.7,0.1,1.5,9.4,55.3,0.1,0.2,33.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-060,60.7,4.8,46.7,0.8,53.3,0.0,0.0,0.5,21.1,0.0,0.3,13.2,42.1,0.3,0.3,43.9,2018-2019
356.0,359.0,319.0,0.0,0.0,0.0,0.0,03-1700-070,61.0,6.9,47.8,1.5,52.2,0.0,0.1,0.3,19.2,0.0,1.1,8.9,53.0,0.2,0.4,36.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-080,82.1,10.1,50.0,1.9,50.0,0.0,0.0,0.0,23.1,0.3,0.3,8.2,71.5,0.3,0.8,18.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-086,39.7,0.0,60.3,0.0,39.7,0.0,0.0,0.0,1.4,0.0,1.4,7.5,48.6,1.4,1.4,39.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-100,57.1,6.3,55.0,0.4,45.0,0.0,0.0,0.0,8.8,0.0,1.3,10.8,54.6,0.0,0.8,32.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-120,53.7,8.1,47.8,1.7,52.2,0.0,0.0,0.0,18.4,0.0,1.2,4.7,38.0,0.0,0.7,55.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-130,53.9,11.5,52.3,1.6,47.7,0.0,0.0,0.0,2.6,0.0,0.7,5.3,35.9,0.0,0.7,57.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-205,75.2,8.1,53.0,0.4,47.0,0.0,0.7,1.9,17.0,0.0,0.7,13.0,57.0,0.0,2.2,27.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-300,58.6,2.7,47.7,1.5,52.3,0.0,0.0,0.3,29.0,0.0,0.6,8.2,44.4,0.3,0.9,45.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1700-302,85.6,0.0,45.2,1.0,54.8,0.0,0.0,2.9,10.6,0.0,1.0,8.7,56.7,0.0,1.0,32.7,2018-2019
0.0,0.0,0.0,171.0,209.0,165.0,183.0,03-1760-050,1.2,0.3,49.2,0.0,50.8,0.0,0.0,0.1,19.7,0.0,8.8,1.2,4.0,0.0,2.2,83.8,2018-2019
195.0,195.0,186.0,0.0,0.0,0.0,0.0,03-1760-060,0.9,1.6,48.3,0.0,51.7,0.0,0.0,0.0,20.7,0.2,14.6,0.3,4.7,0.2,4.5,75.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1760-065,0.0,3.6,50.0,0.0,50.0,0.0,0.0,0.0,16.1,0.4,33.9,0.0,3.3,0.4,0.7,61.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1760-070,0.0,1.8,50.9,0.0,49.1,0.0,0.0,0.0,16.5,0.0,13.9,0.7,4.4,0.0,5.1,75.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1760-080,0.6,1.7,50.6,0.0,49.4,0.0,0.0,0.0,16.6,0.0,13.1,1.2,5.8,0.0,3.8,76.2,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1760-090,0.0,3.2,47.5,0.0,52.5,0.0,0.0,0.0,25.3,0.0,19.0,1.6,2.8,0.3,2.2,74.1,2018-2019
0.0,0.0,0.0,531.0,473.0,461.0,460.0,03-1860-050,48.8,9.4,49.1,1.1,50.9,0.0,0.3,0.1,15.0,0.1,5.9,22.7,55.9,0.2,0.4,15.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1860-090,57.0,14.8,42.3,1.6,57.7,0.0,0.0,0.3,27.0,0.0,9.7,23.7,57.7,0.2,1.9,6.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1860-100,59.4,6.2,46.6,0.9,53.4,0.0,0.5,0.2,27.9,0.5,4.3,25.6,56.6,0.0,0.6,12.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1860-110,63.0,13.9,46.2,1.0,53.8,0.0,0.2,0.2,20.6,0.3,11.0,22.2,58.7,0.5,1.3,5.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-1860-120,52.4,22.2,53.0,0.4,47.0,0.0,0.0,0.0,26.3,0.0,1.6,7.4,84.0,0.0,0.4,6.6,2018-2019
395.0,371.0,349.0,0.0,0.0,0.0,0.0,03-1860-300,65.0,7.7,48.1,1.1,51.9,0.0,0.1,0.3,20.9,0.1,3.0,25.1,65.6,0.4,0.7,5.1,2018-2019
54.0,75.0,68.0,0.0,0.0,0.0,0.0,03-2050-050,0.0,3.6,48.6,0.0,51.4,0.0,0.2,0.0,16.2,0.0,26.3,0.7,4.8,0.5,8.4,59.3,2018-2019
0.0,0.0,0.0,135.0,135.0,138.0,141.0,03-2080-050,15.3,1.8,41.3,0.0,58.7,0.0,0.0,0.0,17.7,0.2,13.3,4.6,23.9,0.0,0.4,57.7,2018-2019
151.0,166.0,161.0,0.0,0.0,0.0,0.0,03-2080-055,14.9,1.9,53.8,0.0,46.2,0.0,0.0,0.0,15.1,0.0,12.6,2.7,28.2,0.0,0.4,56.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2080-060,11.1,0.9,49.3,0.0,50.7,0.0,0.0,0.0,19.8,0.0,13.4,2.3,24.5,0.0,1.7,58.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2080-080,18.1,2.5,52.2,0.0,47.8,0.0,0.0,0.2,17.6,0.0,12.3,2.0,30.9,0.2,2.7,52.0,2018-2019
51.0,44.0,47.0,0.0,0.0,0.0,0.0,03-2090-050,0.0,1.7,47.9,0.0,52.1,0.0,0.0,0.2,14.1,0.0,12.9,1.0,5.5,0.2,9.7,70.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2180-010,11.4,5.5,47.6,0.0,52.4,0.0,0.3,0.0,16.9,0.3,8.6,1.4,14.8,0.0,2.1,72.8,2018-2019
125.0,132.0,148.0,0.0,0.0,0.0,0.0,03-2180-020,6.8,0.0,48.4,0.0,51.6,0.0,0.2,0.0,23.0,0.0,6.0,1.3,13.7,0.2,1.9,76.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2180-030,6.0,1.3,48.0,0.0,52.0,0.0,1.3,0.0,29.8,0.0,9.1,1.3,14.1,0.9,3.4,71.2,2018-2019
74.0,66.0,66.0,0.0,0.0,0.0,0.0,03-2200-050,0.0,1.3,46.6,0.0,53.4,0.0,0.0,0.0,17.7,0.0,9.9,0.8,8.1,0.0,0.8,80.3,2018-2019
0.0,0.0,0.0,217.0,181.0,167.0,183.0,03-2620-050,13.9,4.0,47.1,0.1,52.9,0.0,0.0,0.0,15.3,0.1,35.5,5.4,23.4,0.0,1.7,33.9,2018-2019
116.0,207.0,210.0,0.0,0.0,0.0,0.0,03-2620-055,18.2,5.3,47.5,0.0,52.5,0.0,0.0,0.0,12.9,0.4,39.0,4.3,20.5,0.2,6.4,29.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2620-060,14.3,7.7,48.5,0.0,51.5,0.0,0.0,0.0,17.4,0.4,43.6,1.9,25.5,0.6,5.5,22.3,2018-2019
95.0,105.0,101.0,0.0,0.0,0.0,0.0,03-2710-030,37.1,4.7,52.7,1.0,47.3,0.0,0.0,0.0,8.7,0.0,14.4,4.2,44.3,5.2,1.0,30.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2710-050,36.4,5.9,44.6,0.6,55.4,0.0,0.2,0.2,14.7,0.2,18.9,4.4,46.7,0.6,2.3,26.7,2018-2019
0.0,0.0,0.0,229.0,215.0,209.0,206.0,03-2740-050,53.9,4.7,48.9,0.0,51.1,0.0,0.0,0.1,8.9,0.2,6.3,9.2,58.7,1.6,0.7,23.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2740-060,53.3,11.1,50.2,0.4,49.8,0.0,0.0,0.0,7.1,0.0,4.9,7.1,61.3,0.0,1.8,24.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2740-065,43.2,8.3,51.5,0.3,48.5,0.0,0.0,0.0,11.8,0.0,12.7,11.5,47.6,0.3,0.6,27.2,2018-2019
240.0,253.0,236.0,0.0,0.0,0.0,0.0,03-2740-067,59.4,6.0,47.9,0.3,52.1,0.0,0.0,0.1,11.9,0.0,5.8,8.0,58.4,0.5,1.5,25.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2740-080,59.6,8.8,54.4,0.0,45.6,0.0,0.0,0.0,10.5,0.0,2.3,9.4,50.9,0.0,0.0,37.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2740-090,48.6,8.5,51.4,0.0,48.6,0.0,0.0,0.3,10.1,0.5,7.1,7.9,55.5,0.8,1.1,27.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2740-100,50.4,7.4,51.9,1.5,48.1,0.0,0.0,0.3,10.9,0.0,8.0,8.6,58.1,0.3,1.5,23.6,2018-2019
0.0,0.0,0.0,178.0,183.0,189.0,202.0,03-2860-050,17.7,3.3,49.6,0.3,50.4,0.0,0.0,0.3,15.2,0.0,2.7,2.8,33.3,0.0,1.7,59.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2860-060,25.5,1.4,49.1,0.0,50.9,0.0,0.0,0.0,23.1,0.0,3.8,3.3,26.9,0.5,3.8,61.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2860-070,21.4,4.3,50.4,0.0,49.6,0.0,0.4,0.0,12.0,0.0,2.6,1.3,25.6,0.0,1.7,68.8,2018-2019
47.0,57.0,59.0,0.0,0.0,0.0,0.0,03-2860-080,29.7,3.7,49.4,0.0,50.6,0.4,0.0,0.0,15.2,0.0,2.6,4.1,32.0,0.0,2.2,59.1,2018-2019
44.0,57.0,59.0,0.0,0.0,0.0,0.0,03-2860-090,30.0,3.2,49.0,0.0,51.0,0.0,0.0,0.0,13.4,0.0,3.6,5.1,43.9,0.0,2.0,45.5,2018-2019
85.0,84.0,88.0,0.0,0.0,0.0,0.0,03-2860-110,18.2,0.0,54.3,0.0,45.7,0.0,0.0,0.0,16.3,0.0,1.4,1.4,36.6,0.2,2.4,57.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2860-120,27.3,2.2,49.7,0.0,50.3,0.0,0.0,0.0,24.6,0.0,0.5,5.5,29.5,0.0,6.6,57.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2860-300,25.5,1.0,39.7,0.0,60.3,0.0,0.0,0.0,19.6,0.0,2.5,4.4,35.3,0.0,2.5,55.4,2018-2019
0.0,0.0,0.0,246.0,231.0,238.0,200.0,03-2900-050,8.3,1.3,48.5,0.0,51.5,0.0,0.3,0.0,14.8,0.4,9.3,2.4,8.3,0.0,3.1,76.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2900-060,4.0,6.2,52.0,0.0,48.0,0.0,0.0,0.0,12.3,0.9,17.6,0.4,7.9,0.0,3.5,69.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2900-065,15.9,8.3,49.5,0.0,50.5,0.0,1.3,0.0,19.5,1.6,19.5,3.9,14.6,0.3,6.3,53.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2900-075,9.9,2.1,45.5,0.2,54.5,0.0,0.2,0.2,15.6,0.2,16.6,2.8,11.3,0.0,7.8,61.4,2018-2019
231.0,241.0,206.0,0.0,0.0,0.0,0.0,03-2900-076,9.7,0.9,52.1,0.1,47.9,0.0,0.3,0.0,15.6,0.7,13.4,3.2,8.7,0.1,3.7,70.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-2900-080,6.3,2.6,55.0,0.0,45.0,0.0,0.0,0.0,23.8,0.0,11.6,0.5,8.5,0.0,7.9,71.4,2018-2019
119.0,96.0,111.0,0.0,0.0,0.0,0.0,03-3060-060,10.3,2.6,49.8,0.0,50.2,0.0,0.0,0.5,19.9,0.2,17.9,8.9,30.7,0.3,0.0,42.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3060-070,9.9,8.5,46.3,0.0,53.7,0.0,0.0,0.0,10.6,0.2,21.7,8.5,31.2,0.2,2.1,35.9,2018-2019
0.0,53.0,64.0,67.0,70.0,67.0,77.0,03-3170-050,6.8,0.5,48.1,0.0,51.9,0.0,0.0,0.0,14.4,0.0,4.5,0.3,13.1,0.0,0.3,81.9,2018-2019
58.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3170-070,3.7,0.7,47.6,0.0,52.4,0.0,0.0,0.0,18.4,0.4,1.5,0.7,14.6,0.4,2.6,79.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3170-300,4.7,1.6,42.7,0.0,57.3,0.0,0.4,0.0,16.9,0.4,0.8,0.4,14.5,0.0,6.7,77.3,2018-2019
108.0,114.0,117.0,0.0,0.0,0.0,0.0,03-3330-020,1.8,0.7,47.9,0.0,52.1,0.0,0.9,0.0,14.6,0.0,20.6,2.2,8.6,0.0,1.8,66.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3330-030,2.9,2.3,49.2,0.0,50.8,0.0,1.0,0.0,13.7,0.0,21.6,1.0,8.8,0.0,4.4,64.3,2018-2019
40.0,32.0,39.0,0.0,0.0,0.0,0.0,03-3350-060,56.9,5.5,48.3,0.9,51.7,0.0,0.0,0.0,15.7,0.0,10.8,1.5,58.8,0.9,1.5,26.5,2018-2019
0.0,0.0,0.0,173.0,115.0,156.0,160.0,03-3550-050,14.8,2.0,46.8,0.0,53.2,0.0,0.0,0.2,19.7,0.0,12.1,4.0,24.9,9.1,1.3,48.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3550-060,14.9,9.6,49.4,0.0,50.6,0.0,0.2,0.2,15.6,0.0,17.2,7.1,32.3,5.9,2.7,34.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3550-070,15.8,5.6,47.9,0.0,52.1,0.0,0.4,0.0,23.2,0.0,14.3,4.6,23.9,4.8,1.9,50.6,2018-2019
151.0,159.0,160.0,0.0,0.0,0.0,0.0,03-3550-085,14.0,2.5,47.5,0.0,52.5,0.0,0.0,0.0,25.8,0.0,15.7,7.2,23.3,5.8,1.7,46.3,2018-2019
0.0,0.0,0.0,132.0,150.0,118.0,125.0,03-3600-050,19.0,2.9,52.8,0.4,47.2,0.0,0.2,0.0,13.1,0.0,3.2,1.5,37.0,0.0,0.8,57.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3600-060,28.6,7.8,46.1,0.6,53.9,0.0,1.0,0.0,9.4,0.0,5.5,1.9,46.4,0.6,1.0,44.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3600-070,17.0,3.9,47.2,0.4,52.8,0.0,1.3,0.0,13.5,0.4,5.7,1.3,30.1,0.0,3.5,59.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3600-080,25.4,7.5,47.8,0.0,52.2,0.0,1.7,0.0,23.5,0.6,3.9,0.8,36.5,0.6,0.8,56.9,2018-2019
150.0,148.0,125.0,0.0,0.0,0.0,0.0,03-3600-090,23.2,3.3,44.4,0.5,55.6,0.0,0.5,0.0,15.6,0.0,4.5,2.4,36.4,0.2,0.2,56.3,2018-2019
0.0,0.0,0.0,352.0,365.0,345.0,322.0,03-3700-050,0.9,0.6,51.5,0.0,48.5,0.0,0.0,0.0,12.8,0.0,13.6,1.8,6.2,0.0,1.0,77.4,2018-2019
0.0,0.0,0.0,241.0,235.0,267.0,255.0,03-3710-050,0.8,0.5,51.2,0.0,48.8,0.0,0.1,0.1,15.8,0.2,29.4,1.6,1.8,0.2,4.0,62.8,2018-2019
0.0,0.0,0.0,278.0,305.0,310.0,284.0,03-3710-060,1.5,1.4,49.6,0.0,50.4,0.0,0.0,0.0,15.4,0.1,26.9,1.2,3.8,0.3,1.8,65.9,2018-2019
16.0,15.0,14.0,12.0,11.0,4.0,38.0,03-3710-300,1.3,0.0,18.1,0.0,81.9,0.0,0.4,0.0,100.0,1.7,20.2,2.5,10.1,0.0,2.1,63.4,2018-2019
63.0,60.0,53.0,0.0,0.0,0.0,0.0,03-3730-050,0.2,6.8,48.7,0.0,51.3,0.0,0.0,0.0,13.3,0.0,31.1,1.4,13.1,0.0,0.6,53.8,2018-2019
78.0,64.0,74.0,0.0,0.0,0.0,0.0,03-3740-020,0.0,3.6,49.7,0.0,50.3,0.0,0.0,0.0,13.6,0.2,42.4,1.3,9.1,0.3,3.8,42.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3760-040,10.0,2.8,46.6,0.0,53.4,0.0,0.4,0.0,24.1,0.0,1.6,0.0,12.0,0.0,6.8,79.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3760-050,5.9,2.5,49.9,0.0,50.1,0.0,0.3,0.3,27.0,0.3,3.4,1.7,9.9,0.3,3.7,80.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3760-060,4.1,1.5,52.1,0.0,47.9,0.0,1.1,0.0,21.0,0.0,3.0,0.0,7.1,0.0,4.1,85.8,2018-2019
136.0,170.0,166.0,0.0,0.0,0.0,0.0,03-3760-080,5.7,0.6,47.0,0.2,53.0,0.0,0.2,0.0,17.8,0.2,3.2,0.6,8.9,0.0,3.6,83.5,2018-2019
70.0,78.0,76.0,0.0,0.0,0.0,0.0,03-3850-030,0.0,2.4,49.8,0.0,50.2,0.0,0.0,0.0,6.1,0.0,32.3,0.7,4.7,1.0,0.3,60.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3850-060,0.0,6.1,43.6,0.0,56.4,0.0,0.0,0.0,12.5,0.0,34.2,0.3,4.2,0.0,2.5,58.9,2018-2019
118.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3870-050,0.1,8.4,50.0,0.0,50.0,0.0,0.0,0.0,15.9,0.1,22.3,0.5,8.8,0.1,4.0,64.2,2018-2019
0.0,114.0,113.0,169.0,111.0,119.0,91.0,03-3910-050,55.0,25.8,48.3,0.0,51.7,1.8,0.0,0.0,8.5,0.1,34.2,1.3,49.7,0.4,1.3,13.1,2018-2019
124.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3910-070,53.4,24.7,47.3,0.1,52.7,0.5,0.0,0.0,11.1,0.4,36.8,1.0,50.1,0.2,1.0,10.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3910-080,45.1,51.2,50.0,0.0,50.0,0.0,0.0,0.0,23.2,0.0,43.9,1.8,50.0,0.0,1.2,3.0,2018-2019
0.0,0.0,0.0,319.0,282.0,286.0,309.0,03-3930-050,6.1,2.1,48.7,0.0,51.3,0.0,0.0,0.0,16.8,0.0,29.1,1.7,10.9,0.1,0.6,57.8,2018-2019
149.0,132.0,157.0,0.0,0.0,0.0,0.0,03-3930-060,6.8,3.1,49.4,0.2,50.6,0.0,0.0,0.0,24.0,0.3,27.1,1.7,15.0,0.2,2.7,53.0,2018-2019
137.0,149.0,155.0,0.0,0.0,0.0,0.0,03-3930-065,9.4,2.7,45.7,0.2,54.3,0.0,0.0,0.0,21.8,0.0,31.5,1.4,15.5,0.0,1.2,50.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3930-080,7.1,6.1,45.8,0.0,54.2,0.0,0.0,0.0,12.6,0.0,32.9,1.3,13.9,0.0,4.5,47.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3930-090,6.3,9.0,48.7,0.0,51.3,0.0,0.0,0.0,18.5,1.1,33.9,1.1,18.5,0.5,1.6,43.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3930-100,3.7,0.0,45.2,0.0,54.8,0.0,0.0,0.0,28.2,0.3,29.7,0.9,10.5,0.3,2.8,55.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-3930-110,5.1,4.9,48.0,0.0,52.0,0.0,0.0,0.0,19.1,0.0,34.0,2.0,14.0,0.9,4.9,44.3,2018-2019
