county_name,district_name,school_name,street_address,city,state,zipcode,zipcode_extn,county_district_school_code
Gloucester,Deptford Township Public School District,Shady Lane Elementary School,130 PEACH STREET,WESTVILLE,NJ,08093,9718,15-1100-140
Burlington,Mount Laurel Township School District,Fleetwood Elementary School,231 FLEETWOOD AVE,MOUNT LAUREL,NJ,08054,,05-3440-045
Hudson,Kearny,Washington Elementary School,80 BELGROVE DR,KEARNY,NJ,07032,1504,17-2410-120
Mercer,Trenton Public School District,Paul S. Robeson Elementary School,350 Cuyler Avenue,Trenton,NJ,08629,,21-5210-080
Morris,Butler Public School District,Butler High School,38 BARTHOLDI AVENUE,BUTLER,NJ,07405,,27-0630-020
Camden,Haddon Township School District,Stoy Elementary School,206 BRIARWOOD AVENUE,HADDONFIELD,NJ,08033,,07-1890-080
Ocean,Ocean County Vocational Technical School District,Ocean County Vocational Technical School Toms River Center,1299 OLD FREEHOLD ROAD,TOMS RIVER,NJ,08753,4298,29-3790-030
Gloucester,Swedesboro-Woolwich School District,General Charles G. Harker School,1771 OLDMANS CREEK ROAD,WOOLWICH TOWNSHIP,NJ,08085,,15-5120-080
Camden,Pennsauken Township Board of Education School District,Howard M. Phifer Middle School,8201 PARK AVE,PENNSAUKEN,NJ,08109,3544,07-4060-055
Essex,Newark Public School District,Early Childhood School - South,255 Chancellor Avenue,NEWARK,NJ,07112,,13-3570-306
Bergen,Glen Rock Public School District,Glen Rock Middle School,600 HARRISTOWN ROAD,GLEN ROCK,NJ,07452,,03-1760-060
Bergen,Bogota Public School District,Bogota Jr./Sr. High School,2 HENRY C  LUTHIN PLACE,BOGOTA,NJ,07603,,03-0440-020
Morris,Denville Township K-8 School District,Riverview Elementary School,33 ST  MARYS PLACE,DENVILLE,NJ,07834,,27-1090-070
Hudson,North Bergen School District,Lincoln Elementary School,1206 63RD ST,NORTH BERGEN,NJ,07047,3408,17-3610-090
Hudson,Jersey City Public Schools,"Martin Luther King, Jr. School",886 BERGEN AVE,JERSEY CITY,NJ,07306,4302,17-2390-140
Passaic,Paterson Public School District,School of Earth and Space Science,201 MEMORIAL DRIVE,PATERSON,NJ,07505,,31-4010-005
Essex,Newark Public School District,Dr William H. Horton Elementary School,291 N 7TH ST,NEWARK,NJ,07107,1799,13-3570-440
Ocean,Lacey Township School District,Forked River Elementary School,110 LACEY ROAD,FORKED RIVER,NJ,08731,0477,29-2480-050
Bergen,Hillsdale School District,Ann Blanche Smith,1000 HILLSDALE AVE,HILLSDALE,NJ,07642,,03-2180-010
Mercer,Robbinsville Public Schools,Pond Road Middle School,150 POND ROAD,ROBBINSVILLE,NJ,08691,,21-5510-040
Essex,Essex County Schools of Technology,Essex County Newark Tech,91 WEST MARKET STREET,NEWARK,NJ,07103,,13-1390-070
Essex,West Orange Public Schools,Redwood Elementary School,75 REDWOOD AVE,W ORANGE,NJ,07052,3623,13-5680-160
Middlesex,Woodbridge Township School District,Robert Mascenik Elementary School,300 BENJAMIN AVENUE,ISELIN,NJ,08830,,23-5850-110
Essex,Newark Public School District,East Ward Elementary School,104 Oliver Street,Newark,NJ,07105,,13-3570-303
Essex,Belleville Public School District,Belleville Middle School,279 WASHINGTON AVE,BELLEVILLE,NJ,07109,3150,13-0250-025
Mercer,Trenton Public School District,Luis Munoz-Rivera Elementary School,401 North Montgomery St,Trenton,NJ,08638,,21-5210-303
Bergen,Teaneck School District,Theodora Smiley Lacey Elementary School,One Merrison Street,Teaneck,NJ,07666,,03-5150-300
Monmouth,Howell Township Public School District,Memorial Elementary School,485 ADELPHIA ROAD,FREEHOLD,NJ,07728,,25-2290-045
Passaic,Paterson Public School District,School 2,22 PASSAIC STREET,PATERSON,NJ,07501,,31-4010-060
Somerset,Green Brook Township Public School District,Green Brook Middle School,132 Jefferson Avenue,Green Brook,NJ,08812,2608,35-1810-030
Camden,Cherry Hill School District,Clara Barton Elementary School,223 Rhode Island Ave.,CHERRY HILL,NJ,08034,3121,07-0800-069
Union,Westfield Public School District,Wilson Elementary School,301 Linden Avenue,Westfield,NJ,07090,1923,39-5730-160
Ocean,Toms River Regional School District,Beachwood Elementary School,901 BERKELEY AVENUE,BEACHWOOD,NJ,08722,,29-5190-064
Passaic,Clifton Public School District,School #11,147 MERSELIS AVENUE,CLIFTON,NJ,07011,,31-0900-160
Hunterdon,Readington Township School District,Three Bridges School,480 MAIN STREET,THREE BRIDGES,NJ,08887,,19-4350-060
Morris,Roxbury Township School District,Jefferson Elementary School,35 CORN HOLLOW ROAD,SUCCASUNNA,NJ,07876,,27-4560-065
Essex,Newark Public School District,South Seventeenth Street School,619 S SEVENTEENTH ST,NEWARK,NJ,07103,1159,13-3570-670
Monmouth,Millstone Township School District,Millstone Township Primary School,SCHOOLHOUSE ROAD,MILLSTONE TOWNSHIP,NJ,08510,,25-3200-080
Camden,Camden City School District,Dr. Henry H. Davis Elementary School,3425 Cramer Street,CAMDEN,NJ,08105,,07-0680-180
Charters,Hudson Arts and Science Charter School,Hudson Arts and Science Charter School,131 Midland Ave,Kearny,NJ,07032,,80-6105-996
Charters,The Learning Community Charter School,Learning Community Charter School,2495 John F Kennedy Blvd,JERSEY CITY,NJ,07304,,80-7115-960
Morris,Montville Township School District,Robert R Lazar Middle School,123 CHANGEBRIDGE ROAD,MONTVILLE,NJ,07045,9560,27-3340-030
Atlantic,Atlantic City School District,Dr Martin Luther King Jr School Complex,1700 Marmora Avenue,Atlantic City,NJ,08401,,01-0110-140
Passaic,Pompton Lakes School District,Pompton Lakes High School,44 LAKESIDE AVENUE,POMPTON LAKES,NJ,07442,1793,31-4230-050
Mercer,Trenton Public School District,Thomas Jefferson Intermediate School,1 Whittlesey Road,Trenton,NJ,08618,,21-5210-308
Gloucester,Elk Township School District,Aura Elementary School,900 Clems Run,GLASSBORO,NJ,08028,0338,15-1330-010
Ocean,Toms River Regional School District,Hooper Avenue Elementary School,1517  HOOPER AVENUE,TOMS RIVER,NJ,08753,,29-5190-075
Somerset,Warren Township School District,Central School,109 Mount Bethel Road,Warren,NJ,07059,,35-5470-030
Atlantic,Linwood City School District,Belhaven Middle School,51 BELHAVEN AVENUE,LINWOOD,NJ,08221,,01-2680-020
Bergen,Demarest School District,County Road School,130 COUNTY RD,DEMAREST,NJ,07627,2431,03-1070-030
Sussex,Montague Township School District,Montague Township School,475 ROUTE 206,MONTAGUE,NJ,07827,,37-3300-050
Essex,Cedar Grove Township School District,Memorial Middle School,500 Ridge Road,Cedar Grove,NJ,07009,,13-0760-058
Charters,Hatikvah International Academy Charter School,Hatikvah International Academy Charter School,7 Lexington Avenue,East Brunswick,NJ,08816,,80-6041-916
Ocean,Brick Township Public School District,Veterans Memorial Elementary School,103 HENDRICKSON AVENUE,BRICK,NJ,08724,,29-0530-080
Ocean,Jackson Township School District,Elms Elementary School,780 Patterson Road,Jackson,NJ,08527,3497,29-2360-035
Bergen,Fair Lawn Public School District,Thomas Jefferson Middle School,35 - 01 MORLOT AVENUE,FAIR LAWN,NJ,07410,4919,03-1450-060
Middlesex,New Brunswick School District,Lincoln Elementary School,66 BARTLETT STREET,NEW BRUNSWICK,NJ,08901,1152,23-3530-080
Bergen,Edgewater School District,Eleanor Van Gelder,251 UNDERCLIFF AVE,EDGEWATER,NJ,07020,1112,03-1270-050
Hudson,Jersey City Public Schools,Cornelia F. Bradford School,96 SUSSEX ST,JERSEY CITY,NJ,07302,4402,17-2390-340
Ocean,Barnegat Township School District,Barnegat High School,180 BENGAL BLVD,BARNEGAT,NJ,08005,,29-0185-030
Atlantic,Northfield City School District,Northfield Community Middle School,2000 NEW ROAD,NORTHFIELD,NJ,08225,,01-3720-056
Bergen,Franklin Lakes School District,Franklin Avenue Middle School,755 Franklin Avenue,Franklin Lakes,NJ,07417,,03-1580-015
Camden,Gloucester City Public School District,Gloucester City Jr. Sr. High School,1300 MARKET STREET,GLOUCESTER CITY,NJ,08030,,07-1770-050
Hudson,Union City School District,Thomas A Edison Elementary School,507 WEST ST,UNION CITY,NJ,07087,2811,17-5240-070
Bergen,Bergen County Special Services School District,Emotionally Disturbed,540 Farview Avenue,Paramus,NJ,07652,4832,03-0285-050
Union,Elizabeth Public Schools,Terence C. Reilly School No 7,436 First Avenue,ELIZABETH,NJ,07206,,39-1320-030
Hudson,Jersey City Public Schools,Chaplain Charles Watters School,220 VIRGINIA AVE,JERSEY CITY,NJ,07304,1424,17-2390-220
Passaic,Passaic Valley Regional High School District #1,Passaic Valley Regional High School,170 EAST MAIN STREET,LITTLE FALLS,NJ,07424,,31-3990-050
Hunterdon,Flemington-Raritan Regional School District,Reading-Fleming Intermediate School,50 COURT STREET,FLEMINGTON,NJ,08822,1325,19-1510-040
Essex,Newark Public School District,Elliott Street Elementary School,721 Summer Avenue,NEWARK,NJ,07104,,13-3570-390
Hudson,North Bergen School District,Polk Street School,7111 Polk Street,North Bergen,NJ,07047,,17-3610-300
Morris,Roxbury Township School District,Kennedy Elementary School,20 PLEASANT HILL ROAD,SUCCASUNNA,NJ,07876,,27-4560-067
Essex,Newark Public School District,Harriet Tubman Elementary School,504 S TENTH ST,NEWARK,NJ,07103,1802,13-3570-455
Morris,School District of the Chathams,Lafayette Avenue School,221 LAFAYETTE AVENUE,CHATHAM,NJ,07928,1830,27-0785-050
Atlantic,Egg Harbor Township School District,Dr. Joyanne D. Miller Elementary School,2 ALDER AVENUE,EGG HARBOR TOWNSHIP,NJ,08234,,01-1310-045
Bergen,Fairview Public School District,Number Three School,403 CLIFF STREET,FAIRVIEW,NJ,07022,,03-1470-080
Somerset,North Plainfield School District,East End School,170 Oneida Avenue,North Plainfield,NJ,07060,4421,35-3670-060
Mercer,Ewing Township School District,Francis Lore Elementary School,13 WESTWOOD DRIVE,EWING,NJ,08628,1912,21-1430-105
Sussex,Vernon Township School District,Rolling Hills Primary School,60 SAMMIS ROAD,VERNON,NJ,07462,0769,37-5360-040
Middlesex,Sayreville School District,Emma Arleth Elementary School,3198 WASHINGTON ROAD,PARLIN,NJ,08859,1558,23-4660-060
Charters,Teaneck Community Charter School,Teaneck Community Charter school,563 CHESTNUT AVENUE,TEANECK,NJ,07666,,80-7890-920
Bergen,Garfield Public School District,Roosevelt School #7,225 LINCOLN PL,GARFIELD,NJ,07026,,03-1700-100
Camden,Merchantville School District,Merchantville Elementary School,130 S CENTRE ST,MERCHANTVILLE,NJ,08109,2207,07-3110-060
Passaic,Ringwood School District,Eleanor G. Hewitt,266 SLOATSBURG ROAD,RINGWOOD,NJ,07456,,31-4400-050
Monmouth,Township of Ocean School District,Wanamassa Elementary School,901 BENDERMERE AVENUE,WANAMASSA,NJ,07712,4103,25-3810-070
Ocean,Toms River Regional School District,Joseph A. Citta Elementary School,2050 LAKEWOOD ROAD,TOMS RIVER,NJ,08755,,29-5190-067
Cape May,Cape May County Special Services School District,Ocean Academy,148 CREST HAVEN ROAD,CAPE MAY COURT HOUSE,NJ,08210,,09-0715-095
Morris,Denville Township K-8 School District,Valleyview Middle School,320 DIAMOND SPRING ROAD,DENVILLE,NJ,07834,,27-1090-080
Gloucester,South Harrison Township School District,South Harrison Elementary School,904 MULLICA HILL RD,HARRISONVILLE,NJ,08039,0112,15-4880-050
Monmouth,Asbury Park School District,Barack Obama Elementary School,1300 BANGS AVENUE,ASBURY PARK,NJ,07712,6368,25-0100-020
Monmouth,Wall Township Public School District,Wall Intermediate School,2801 ALLAIRE ROAD,WALL,NJ,07719,1199,25-5420-075
Union,Roselle Park Public School District,Sherman Elementary School,375 E GRANT AVE,ROSELLE PARK,NJ,07204,,39-4550-090
Monmouth,Keansburg School District,Joseph R. Bolger Middle School,100 PALMER PLACE,KEANSBURG,NJ,07734,2056,25-2400-030
Union,Morris-Union Jointure Commisson School District,Developmental Learning Center Warren,217 MOUNTAIN VIEW ROAD,WARREN,NJ,07059,,39-3395-080
Monmouth,Wall Township Public School District,Wall Primary School,2500 BEDFORD CORNER LANE,WALL,NJ,07719,1199,25-5420-078
Union,Plainfield Public School District,Emerson Elementary School,305 EMERSON AVE,PLAINFIELD,NJ,07062,1701,39-4160-130
Middlesex,South Brunswick School District,South Brunswick High School,750 RIDGE ROAD,MONMOUTH JUNCTION,NJ,08852,9721,23-4860-050
Union,Roselle Public Schools,Harrison Elementary School,310 HARRISON AVE,ROSELLE,NJ,07203,,39-4540-020
Burlington,Edgewater Park Township School District,Mildred Magowan Elementary School,405 CHERRIX AVENUE,EDGEWATER PARK,NJ,08010,,05-1280-050
Passaic,Passaic City School District,School No.16,657 Main Av.,Passaic,NJ,07055,,31-3970-180
Union,Union County Educational Services Commission,Lamberts Mill Academy,1571 LAMBERTS MILL ROAD,WESTFIELD,NJ,07090,,39-5245-010
Bergen,Ridgewood Public School District,Ridgewood High School,627 EAST RIDGEWOOD AVE,RIDGEWOOD,NJ,07451,,03-4390-050
Essex,East Orange School District,Althea Gibson Academy,490  WILLIAM STREET,EAST ORANGE,NJ,07017,,13-1210-107
Warren,Washington Township School District,Port Colden School,30 PORT COLDEN ROAD,WASHINGTON,NJ,07882,9475,41-5530-050
Morris,Mount Arlington Public School District,Edith M. Decker Elementary School,446 HOWARD BOULEVARD,MT  ARLINGTON,NJ,07856,,27-3410-045
Essex,West Orange Public Schools,Betty Maddalena Early Learning Center,747 Nothfield Avenue,West Orange,NJ,07052,,13-5680-300
Monmouth,Freehold Township School District,Clifton T. Barkalow School,498 STILLWELLS CORNER ROAD,FREEHOLD,NJ,07728,2982,25-1660-023
Camden,Laurel Springs School District,Laurel Springs School,623 GRAND AVENUE,LAUREL SPRINGS,NJ,08021,,07-2540-050
Essex,Irvington Public School District,Madison Avenue,173 Madison Avenue,IRVINGTON,NJ,07111,,13-2330-120
Cumberland,Vineland Public School District,Casimer M. Dallago Jr. Impact Center,240 S. Sixth Street,VINELAND,NJ,08360,4625,11-5390-176
Charters,Phillip's Academy  Charter School,Philip's Academy Charter School,342 Central Avenue,Newark,NJ,07103,,80-6094-968
Atlantic,Egg Harbor Township School District,H. Russel Swift Elementary School,5 SWIFT DRIVE,EGG HARBOR TOWNSHIP,NJ,08234,9477,01-1310-050
Bergen,Northern Valley Regional High School District,Northern Valley Regional High School at Demarest,150 Knickerbocker Road,Demarest,NJ,07627,1026,03-3710-050
Bergen,Garfield Public School District,Christopher Columbus School #8,147 CEDAR STREET,GARFIELD,NJ,07026,,03-1700-060
Union,Elizabeth Public Schools,Toussaint Louverture-Marquis de Lafayette School No. 6,1071 JULIA ST,ELIZABETH,NJ,07201,1554,39-1320-120
Mercer,Trenton Public School District,Daylight/Twilight High School,501 Edgewood Avenue,Trenton,NJ,08618,,21-5210-030
Bergen,River Vale Public School District,Roberge Elementary School,617 WESTWOOD AVE,RIVER VALE,NJ,07675,6241,03-4430-060
Camden,Voorhees Township School District,Kresson School,7 SCHOOL LANE,VOORHEES,NJ,08043,9545,07-5400-055
Morris,Butler Public School District,Richard Butler School,30 PEARL PLACE,BUTLER,NJ,07405,,27-0630-030
Middlesex,Monroe Township School District,Oak Tree Elementary School,226 APPLEGARTH ROAD,MONROE TOWNSHIP,NJ,08831,,23-3290-060
Charters,Chartertech High School for the Performing Arts,Chartertech High School for the Performing Arts,413 NEW ROAD,SOMERS POINT,NJ,08244,,80-7410-940
Essex,Montclair Public School District,Nishuane Elementary School,32 CEDAR AVE,MONTCLAIR,NJ,07042,3110,13-3310-130
Charters,New Horizons Community Charter School,New Horizons Community Charter School,45  59 HAYES STREET,NEWARK,NJ,07103,,80-7290-957
Bergen,Lyndhurst School District,Lyndhurst High School,400 Weart Avenue,LYNDHURST,NJ,07071,,03-2860-050
Hunterdon,Lebanon Township School District,Valley View School,400 ROUTE 513,CALIFON,NJ,07830,9231,19-2600-060
Sussex,Northern Hills Academy School District,Northern Hills Academy,10 GAIL COURT,SPARTA,NJ,07871,,37-5105-050
Salem,Pennsville Public School District,Penn Beach Elementary,96 KANSAS RD,PENNSVILLE,NJ,08070,,33-4075-078
Passaic,Clifton Public School District,School #14,99 ST  ANDREWS BOULEVARD,CLIFTON,NJ,07012,,31-0900-190
Mercer,Hamilton Township Public School District,Yardville Elementary School,450 YARDVILLE  ALLENTOWN RD,HAMILTON,NJ,08620,,21-1950-260
Union,Mountainside School District,Deerfield Elementary School,302 CENTRAL AVENUE,MOUNTAINSIDE,NJ,07092,,39-3470-030
Charters,Maria L. Varisco-Rogers Charter School,Maria Varisco Rogers Charter School,18 Heller Parkway,NEWARK,NJ,07104,,80-7735-975
Atlantic,Margate City School District,Eugene A. Tighe Middle School,7804 AMHERST AVENUE,MARGATE,NJ,08402,,01-3020-010
Burlington,Pemberton Township School District,Marcus Newcomb Middle School,101 Fort Dix Rd,Pemberton,NJ,08068,,05-4050-302
Middlesex,Middlesex Borough School District,Woodland Intermediate School,Fisher Avenue,Middlesex,NJ,08846,,23-3140-300
Morris,Madison Public School District,Central Avenue School,50 CENTRAL AVENUE,MADISON,NJ,07940,,27-2870-060
Morris,Long Hill Township School District,Gillette Elementary School,759 Valley Road,Gillette,NJ,07933,,27-4000-050
Ocean,Point Pleasant Beach School District,G. Harold Antrim Elementary School,401 Niblick Street,Point Pleasant Beach,NJ,08742,,29-4220-060
Mercer,Trenton Public School District,Trenton Central High School-9th Grade Academy,500 Perry Street,Trenton,NJ,08609,,21-5210-302
Atlantic,Margate City School District,William H. Ross III School,101 N  HAVERFORD AVENUE,MARGATE,NJ,08402,,01-3020-025
Hunterdon,Union Township School District,Union Township Elementary School,149 PERRYVILLE ROAD,HAMPTON,NJ,08827,,19-5270-060
Camden,Voorhees Township School District,Edward T. Hamilton,1 Boundary Lane,VOORHEES,NJ,08043,9545,07-5400-020
Burlington,Pemberton Township School District,Harker-Wylie School,125C TRENTON ROAD,BROWNS MILLS,NJ,08015,,05-4050-090
Somerset,Warren Township School District,Angelo L. Tomaso School,46 Washington Valley Road,Warren,NJ,07059,,35-5470-040
Sussex,Kittatinny Regional School District,Kittatinny Regional High School,77 HALSEY ROAD,NEWTON,NJ,07860,,37-2465-050
Monmouth,Matawan-Aberdeen Regional School District,Matawan-Aberdeen Middle School,469 MATAWAN AVENUE,CLIFFWOOD,NJ,07721,1295,25-3040-053
