county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,fuzzy_name_score,fuzzy_address_score
Passaic,Paterson Public School District,New Roberto Clemente,31-4010-316,"482-506 MARKET STREET, PATERSON, NJ, 07501",NEWROBERTOCLEMENTE,482506MARKETSTREETPATERSONNJ07501,New Roberto Clemente,"482-506 MARKET STREET, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/6910-New-Roberto-Clemente/,100.0,100.0
Essex,Newark Public School District,West Side High School,13-3570-080,"403 South Orange Avenue, Newark, NJ, 07103",WESTSIDEHIGHSCHOOL,403SOUTHORANGEAVENUENEWARKNJ07103,West Side High School,"403 South Orange Avenue, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/1325-West-Side-High-School/,100.0,100.0
Passaic,Passaic City School District,Passaic Academy for Science and Engineering,31-3970-301,"291 Lafayette Avenue, Passaic, NJ, 07055",PASSAICACADEMYFORSCIENCEANDENGINEERING,291LAFAYETTEAVENUEPASSAICNJ07055,Passaic Academy For Science And Engineering,"291 Lafayette Avenue, Passaic, NJ, 07055",https://www.greatschools.org/new-jersey/passaic/8899-Passaic-Academy-For-Science-And-Engineering/,100.0,100.0
Middlesex,East Brunswick Township School District,Irwin Elementary School,23-1170-090,"71 RACETRACK ROAD, EAST BRUNSWICK, NJ, 08816",IRWINELEMENTARYSCHOOL,71RACETRACKROADEASTBRUNSWICKNJ08816,Irwin Elementary School,"71 Racetrack Road, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/433-Irwin-School/,100.0,100.0
Union,Westfield Public School District,Westfield Senior High School,39-5730-050,"550 Dorian Road, Westfield, NJ, 07090",WESTFIELDSENIORHIGHSCHOOL,550DORIANROADWESTFIELDNJ07090,Westfield Senior High School,"550 Dorian Road, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2198-Westfield-Senior-High-School/,100.0,100.0
Union,Berkeley Heights School District,Governor Livingston High School,39-0310-005,"175 WATCHUNG BOULEVARD, BERKELEY HEIGHTS, NJ, 07922",GOVERNORLIVINGSTONHIGHSCHOOL,175WATCHUNGBOULEVARDBERKELEYHEIGHTSNJ07922,Governor Livingston High School,"175 WATCHUNG BOULEVARD, Berkeley Heights, NJ, 07922",https://www.greatschools.org/new-jersey/new-providence/115-Governor-Livingston-High-School/,100.0,100.0
Passaic,Paterson Public School District,Alexander Hamilton Academy,31-4010-043,"11  27 16TH AVENUE, PATERSON, NJ, 07501",ALEXANDERHAMILTONACADEMY,112716THAVENUEPATERSONNJ07501,Alexander Hamilton Academy,"11-27 16TH AVENUE, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/3459-Alexander-Hamilton-Academy/,100.0,100.0
Bergen,Teaneck School District,James Russell Lowell Elementary School,03-5150-130,"1025 LINCOLN PLACE, TEANECK, NJ, 07666",LOWELLELEMENTARYSCHOOL,1025LINCOLNPLACETEANECKNJ07666,Lowell Elementary School,"1025 Lincoln Place, Teaneck, NJ, 07666",https://www.greatschools.org/new-jersey/teaneck/1936-Lowell-Elementary-School/,100.0,100.0
Passaic,Paterson Public School District,Edward W. Kilpatrick,31-4010-047,"295-315 ELLISON STREET, PATERSON, NJ, 07501",EDWARDWKILPATRICKELEMENTARYSCHOOL,295315ELLISONSTREETPATERSONNJ07501,Edward W. Kilpatrick Elementary School,"295-315 ELLISON STREET, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/1539-Edward-W.-Kilpatrick-Elementary-School/,100.0,100.0
Burlington,Lenape Regional High School District,Seneca High School,05-2610-070,"110 CARRANZA ROAD, TABERNACLE, NJ, 08088",SENECAHIGHSCHOOL,110CARRANZAROADTABERNACLENJ08088,Seneca High School,"110 Carranza Road, Tabernacle, NJ, 08088",https://www.greatschools.org/new-jersey/tabernacle/4138-Seneca-High-School/,100.0,100.0
Essex,Newark Public School District,Louise A. Spencer Elementary School,13-3570-495,"66 MUHAMMAD ALI AVENUE, NEWARK, NJ, 07108",LOUISEASPENCERELEMENTARYSCHOOL,66MUHAMMADALIAVENUENEWARKNJ07108,Louise A. Spencer Elementary School,"66 Muhammad Ali Avenue, Newark, NJ, 07108",https://www.greatschools.org/new-jersey/newark/1359-Louise-A.-Spencer-Elementary-School/,100.0,100.0
Union,Union County Educational Services Commission,Hillcrest Academy-North,39-5245-020,"2630 PLAINFIELD AVENUE, SCOTCH PLAINS, NJ, 07076",HILLCRESTACADEMYNORTH,2630PLAINFIELDAVENUESCOTCHPLAINSNJ07076,Hillcrest Academy North,"2630 Plainfield Avenue, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/2007-Hillcrest-Academy--North/,100.0,100.0
Monmouth,Colts Neck Township School District,Cedar Drive Middle School,25-0945-030,"73 CEDAR DRIVE, COLTS NECK, NJ, 07722",CEDARDRIVEMIDDLESCHOOL,73CEDARDRIVECOLTSNECKNJ07722,Cedar Drive Middle School,"73 Cedar Drive, Colts Neck, NJ, 07722",https://www.greatschools.org/new-jersey/colts-neck/363-Cedar-Drive-Middle-School/,100.0,100.0
Camden,Haddon Township School District,Van Sciver Elementary School,07-1890-100,"625 RHOADS AVENUE, HADDONFIELD, NJ, 08033",VANSCIVERELEMENTARYSCHOOL,625RHOADSAVENUEHADDONFIELDNJ08033,Van Sciver Elementary School,"625 RHOADS AVENUE, Haddonfield, NJ, 08033",https://www.greatschools.org/new-jersey/haddon-township/717-Van-Sciver-Elementary-School/,100.0,100.0
Ocean,Toms River Regional School District,North Dover Elementary School,29-5190-080,"1759 NEW HAMPSHIRE AVENUE, TOMS RIVER, NJ, 08753",NORTHDOVERELEMENTARYSCHOOL,1759NEWHAMPSHIREAVENUETOMSRIVERNJ08753,North Dover Elementary School,"1759 NEW HAMPSHIRE AVENUE, Toms River, NJ, 08753",https://www.greatschools.org/new-jersey/toms-river/1956-North-Dover-Elementary-School/,100.0,100.0
Ocean,Tuckerton Borough School District,Tuckerton Elementary School,29-5220-050,"MARINE STREET, TUCKERTON, NJ, 08087",TUCKERTONELEMENTARYSCHOOL,MARINESTREETTUCKERTONNJ08087,Tuckerton Elementary School,"Marine Street, Tuckerton, NJ, 08087",https://www.greatschools.org/new-jersey/tuckerton/1990-Tuckerton-Elementary-School/,100.0,100.0
Monmouth,Hazlet Township Public School District,Lillian Drive School,25-2105-085,"28 LILLIAN DRIVE, HAZLET, NJ, 07730",LILLIANDRIVESCHOOL,28LILLIANDRIVEHAZLETNJ07730,Lillian Drive School,"28 Lillian Drive, Hazlet, NJ, 07730",https://www.greatschools.org/new-jersey/hazlet/1712-Lillian-Drive-School/,100.0,100.0
Passaic,Little Falls Township Public School District,Little Falls Township Public School # 3,31-2700-070,"Little Falls School # 3, LITTLE FALLS, NJ, 07424",LITTLEFALLSTOWNSHIPPUBLICSCHOOL#3,LITTLEFALLSSCHOOL#3LITTLEFALLSNJ07424,Little Falls Township Public School # 3,"Little Falls School # 3, Little Falls, NJ, 07424",https://www.greatschools.org/new-jersey/little-falls/3493-Number-3/,100.0,100.0
Mercer,Hopewell Valley Regional School District,Stony Brook Elementary School,21-2280-065,"20 STEPHENSON ROAD, PENNINGTON, NJ, 08534",STONYBROOKELEMENTARYSCHOOL,20STEPHENSONROADPENNINGTONNJ08534,Stony Brook Elementary School,"20 Stephenson Road, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/3491-Stony-Brook-Elementary-School/,100.0,100.0
Camden,"KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation","KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation",07-1799-111,"525 Clinton Street, Camden, NJ, 08103",KIPP:COOPERNORCROSSANEWJERSEYNONPROFITCORPORATION,525CLINTONSTREETCAMDENNJ08103,Kipp: Cooper Norcross A New Jersey Nonprofit Corporation,"525 Clinton Street, Camden, NJ, 08103",https://www.greatschools.org/new-jersey/camden/8831-Kipp-Cooper-Norcross-A-New-Jersey-Nonprofit-Corporation/,100.0,100.0
Bergen,Ramsey School District,Mary A. Hubbard Elementary School,03-4310-070,"10 HUBBARD LANE, RAMSEY, NJ, 07446",MARYAHUBBARDELEMENTARYSCHOOL,10HUBBARDLANERAMSEYNJ07446,Mary A. Hubbard Elementary School,"10 Hubbard Lane, Ramsey, NJ, 07446",https://www.greatschools.org/new-jersey/ramsey/1699-Mary-A.-Hubbard-Elementary-School/,100.0,100.0
Hudson,Jersey City Public Schools,Rev. Dr. Ercel F. Webb School,17-2390-200,"264 VAN HORNE STREET, JERSEY CITY, NJ, 07304",REVDRERCELFWEBBSCHOOL,264VANHORNESTREETJERSEYCITYNJ07304,Rev. Dr. Ercel F. Webb School,"264 Van Horne Street, Jersey City, NJ, 07304",https://www.greatschools.org/new-jersey/jersey-city/889-Number-22-Elementary-School/,100.0,100.0
Camden,Camden City School District,Yorkship Elementary School,07-0680-360,"1251 Collings Road, CAMDEN, NJ, 08104",YORKSHIPELEMENTARYSCHOOL,1251COLLINGSROADCAMDENNJ08104,Yorkship Elementary School,"1251 Collings Road, Camden, NJ, 08104",https://www.greatschools.org/new-jersey/camden/266-Yorkship-Elementary-School/,100.0,100.0
Hudson,Bayonne School District,Bayonne High School,17-0220-020,"669 AVENUE A, BAYONNE, NJ, 07002",BAYONNEHIGHSCHOOL,669AVENUEABAYONNENJ07002,Bayonne High School,"669 Avenue A, Bayonne, NJ, 07002",https://www.greatschools.org/new-jersey/bayonne/68-Bayonne-High-School/,100.0,100.0
Bergen,Franklin Lakes School District,Colonial Road School,03-1580-040,"749 Colonial Road, Franklin Lakes, NJ, 07417",COLONIALROADSCHOOL,749COLONIALROADFRANKLINLAKESNJ07417,Colonial Road School,"749 Colonial Road, Franklin Lakes, NJ, 07417",https://www.greatschools.org/new-jersey/franklin-lakes/4205-Colonial-Road-School/,100.0,100.0
Monmouth,Belmar Elementary School District,Belmar Elementary,25-0270-020,"1101 MAIN STREET, BELMAR, NJ, 07719",BELMARELEMENTARYSCHOOL,1101MAINSTREETBELMARNJ07719,Belmar Elementary School,"1101 Main Street, Belmar, NJ, 07719",https://www.greatschools.org/new-jersey/belmar/92-Belmar-Elementary-School/,100.0,100.0
Warren,Blairstown Elementary Township School District,Blairstown Elementary School,41-0400-030,"1 SUNSET HILL ROAD, BLAIRSTOWN, NJ, 07825",BLAIRSTOWNELEMENTARYSCHOOL,1SUNSETHILLROADBLAIRSTOWNNJ07825,Blairstown Elementary School,"1 Sunset Hill Road, Blairstown, NJ, 07825",https://www.greatschools.org/new-jersey/blairstown/137-Blairstown-Elementary-School/,100.0,100.0
Monmouth,Deal Boro School District,Deal Elementary School,25-1000-040,"201 ROSELD AVENUE, DEAL, NJ, 07723",DEALELEMENTARYSCHOOL,201ROSELDAVENUEDEALNJ07723,Deal Elementary School,"201 Roseld Avenue, Deal, NJ, 07723",https://www.greatschools.org/new-jersey/deal/380-Deal-Elementary-School/,100.0,100.0
Morris,Morris County Vocational School District,Morris County School of Technology,27-3365-050,"400 EAST MAIN STREET, DENVILLE, NJ, 07834",MORRISCOUNTYSCHOOLOFTECHNOLOGY,400EASTMAINSTREETDENVILLENJ07834,Morris County School Of Technology,"400 East Main Street, Denville, NJ, 07834",https://www.greatschools.org/new-jersey/denville/1244-Morris-Co-School-Of-Tech/,100.0,100.0
Monmouth,Asbury Park School District,Asbury Park High School,25-0100-010,"1001 SUNSET AVENUE, ASBURY PARK, NJ, 07712",ASBURYPARKHIGHSCHOOL,1001SUNSETAVENUEASBURYPARKNJ07712,Asbury Park High School,"1001 Sunset Avenue, Asbury Park, NJ, 07712",https://www.greatschools.org/new-jersey/asbury-park/39-Asbury-Park-High-School/,100.0,100.0
Bergen,Alpine School District,Alpine Elementary School,03-0080-010,"500 HILLSIDE AVENUE, ALPINE, NJ, 07620",ALPINEELEMENTARYSCHOOL,500HILLSIDEAVENUEALPINENJ07620,Alpine Elementary School,"500 Hillside Avenue, Alpine, NJ, 07620",https://www.greatschools.org/new-jersey/alpine/35-Alpine-Elementary-School/,100.0,100.0
Monmouth,Monmouth County Vocational School District,Academy of Law & Public Safety,25-3260-301,"255 West End Avenue, Long Branch, NJ, 07740",ACADEMYOFLAW&PUBLICSAFETY,255WESTENDAVENUELONGBRANCHNJ07740,Academy Of Law & Public Safety,"255 West End Avenue, Long Branch, NJ, 07740",https://www.greatschools.org/new-jersey/long-branch/7432-Academy-Of-Law--Public-Safety/,100.0,100.0
Ocean,Toms River Regional School District,West Dover Elementary School,29-5190-120,"50 BLUE JAY DRIVE, TOMS RIVER, NJ, 08753",WESTDOVERELEMENTARYSCHOOL,50BLUEJAYDRIVETOMSRIVERNJ08753,West Dover Elementary School,"50 BLUE JAY DRIVE, Toms River, NJ, 08753",https://www.greatschools.org/new-jersey/toms-river/1962-West-Dover-Elementary-School/,100.0,100.0
Warren,Franklin Township School District,Franklin Township School,41-1620-050,"52 ASBURY  BROADWAY ROAD, WASHINGTON, NJ, 07882",FRANKLINTOWNSHIPSCHOOL,52ASBURYBROADWAYROADWASHINGTONNJ07882,Franklin Township School,"52 Asbury Broadway Road, Washington, NJ, 07882",https://www.greatschools.org/new-jersey/washington/621-Franklin-Township-School/,100.0,100.0
Bergen,Fair Lawn Public School District,Westmoreland Elementary School,03-1450-160,"16-50 Parmelee Ave., FAIR LAWN, NJ, 07410",WESTMORELANDELEMENTARYSCHOOL,1650PARMELEEAVEFAIRLAWNNJ07410,Westmoreland Elementary School,"16-50 Parmelee Ave., Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/577-Westmoreland-Elementary-School/,100.0,100.0
Morris,Randolph Township School District,Center Grove School,27-4330-057,"25 SCHOOL HOUSE ROAD, RANDOLPH, NJ, 07869",CENTERGROVESCHOOL,25SCHOOLHOUSEROADRANDOLPHNJ07869,Center Grove School,"25 Schoolhouse Road, Randolph, NJ, 07869",https://www.greatschools.org/new-jersey/randolph/1704-Center-Grove-Elementary-School/,100.0,100.0
Camden,Stratford School District,Samuel S. Yellin Elementary School,07-5080-060,"111 WARWICK ROAD, STRATFORD, NJ, 08084",SAMUELSYELLINELEMENTARYSCHOOL,111WARWICKROADSTRATFORDNJ08084,Samuel S. Yellin Elementary School,"111 Warwick Road, Stratford, NJ, 08084",https://www.greatschools.org/new-jersey/stratford/1915-Samuel-S.-Yellin-Elementary-School/,100.0,100.0
Mercer,Hopewell Valley Regional School District,Hopewell Elementary School,21-2280-055,"35 PRINCETON AVENUE, HOPEWELL, NJ, 08525",HOPEWELLELEMENTARYSCHOOL,35PRINCETONAVENUEHOPEWELLNJ08525,Hopewell Elementary School,"35 Princeton Avenue, Hopewell, NJ, 08525",https://www.greatschools.org/new-jersey/hopewell/827-Hopewell-Elementary-School/,100.0,100.0
Bergen,Bergenfield Borough School District,Jefferson Elementary School,03-0300-060,"200 HICKORY AVENUE, BERGENFIELD, NJ, 07621",JEFFERSONELEMENTARYSCHOOL,200HICKORYAVENUEBERGENFIELDNJ07621,Jefferson Elementary School,"200 Hickory Avenue, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/111-Jefferson-Elementary-School/,100.0,100.0
Essex,Millburn Township School District,Millburn Middle School,13-3190-060,"25 OLD SHORT HILLS RD, MILLBURN, NJ, 07041",MILLBURNMIDDLESCHOOL,25OLDSHORTHILLSRDMILLBURNNJ07041,Millburn Middle School,"25 OLD SHORT HILLS RD, Millburn, NJ, 07041",https://www.greatschools.org/new-jersey/millburn/1182-Millburn-Middle-School/,100.0,100.0
Burlington,Burlington Township School District,Fountain Woods Elementary School,05-0620-037,"601 FOUNTAIN AVENUE, BURLINGTON, NJ, 08016",FOUNTAINWOODSELEMENTARYSCHOOL,601FOUNTAINAVENUEBURLINGTONNJ08016,Fountain Woods Elementary School,"601 Fountain Avenue, Burlington, NJ, 08016",https://www.greatschools.org/new-jersey/burlington/3372-Fountain-Woods-Elementary-School/,100.0,100.0
Somerset,Manville School District,Manville High School,35-3000-050,"1100 Brooks Boulevard, Manville, NJ, 08835",MANVILLEHIGHSCHOOL,1100BROOKSBOULEVARDMANVILLENJ08835,Manville High School,"1100 Brooks Boulevard, Manville, NJ, 08835",https://www.greatschools.org/new-jersey/manville/1102-Manville-High-School/,100.0,100.0
Middlesex,Old Bridge Township School District,Walter M. Schirra Elementary School,23-3845-165,"ONE AWN ST, OLD BRIDGE, NJ, 08857",WALTERMSCHIRRAELEMENTARYSCHOOL,ONEAWNSTOLDBRIDGENJ08857,Walter M. Schirra Elementary School,"ONE AWN ST, Old Bridge, NJ, 08857",https://www.greatschools.org/new-jersey/old-bridge-township/1071-Walter-M.-Schirra-Elementary-School/,100.0,100.0
Morris,East Hanover Township School District,Frank J Smith Elementary,27-1190-035,"27 GREEN DRIVE, EAST HANOVER, NJ, 07936",FRANKJSMITHELEMENTARYSCHOOL,27GREENDRIVEEASTHANOVERNJ07936,Frank J. Smith Elementary School,"27 Green Drive, East Hanover, NJ, 07936",https://www.greatschools.org/new-jersey/east-hanover/437-Frank-J.-Smith-Elementary-School/,100.0,100.0
Burlington,Moorestown Township Public School District,Mary E. Roberts Elementary School,05-3360-100,"290 CRESCENT AVENUE, MOORESTOWN, NJ, 08057",MARYEROBERTSELEMENTARYSCHOOL,290CRESCENTAVENUEMOORESTOWNNJ08057,Mary E. Roberts Elementary School,"290 Crescent Avenue, Moorestown, NJ, 08057",https://www.greatschools.org/new-jersey/moorestown/1241-Mary-E.-Roberts-Elementary-School/,100.0,100.0
Sussex,Byram Township School District,Byram Lakes Elementary School,37-0640-010,"11 MANSFIELD DRIVE, STANHOPE, NJ, 07874",BYRAMLAKESELEMENTARYSCHOOL,11MANSFIELDDRIVESTANHOPENJ07874,Byram Lakes Elementary School,"11 Mansfield Drive, Stanhope, NJ, 07874",https://www.greatschools.org/new-jersey/stanhope/4121-Byram-Lakes-Elementary-School/,100.0,100.0
Burlington,Medford Township School District,Chairville Elementary School,05-3080-030,"36 CHAIRVILLE ROAD, MEDFORD, NJ, 08055",CHAIRVILLEELEMENTARYSCHOOL,36CHAIRVILLEROADMEDFORDNJ08055,Chairville Elementary School,"36 Chairville Road, Medford, NJ, 08055",https://www.greatschools.org/new-jersey/medford/4211-Chairville-Elementary-School/,100.0,100.0
Salem,Woodstown-Pilesgrove Regional School District,Woodstown High School,33-5910-050,"WOODSTOWN HIGH SCHOOL, WOODSTOWN, NJ, 08098",WOODSTOWNHIGHSCHOOL,WOODSTOWNHIGHSCHOOLWOODSTOWNNJ08098,Woodstown High School,"WOODSTOWN HIGH SCHOOL, Woodstown, NJ, 08098",https://www.greatschools.org/new-jersey/woodstown/2278-Woodstown-High-School/,100.0,100.0
Union,Elizabeth Public Schools,iPrep Academy School No 8,39-1320-301,"221-227 Court Street, Elizabeth, NJ, 07206",REPACADEMYSCHOOLNO8,221227COURTSTREETELIZABETHNJ07206,REP ACADEMY SCHOOL NO.8,"221-227 Court Street, Elizabeth, NJ, 07206",https://www.greatschools.org/new-jersey/elizabeth/8730-REP-ACADEMY-SCHOOL-NO.8/,100.0,100.0
Union,Linden Public School District,Number 5,39-2660-120,"1014 BOWER STREET, LINDEN, NJ, 07036",NUMBER5ELEMENTARYSCHOOL,1014BOWERSTREETLINDENNJ07036,"Number 5, Elementary School","1014 Bower Street, Linden, NJ, 07036",https://www.greatschools.org/new-jersey/linden/979-Number-5-Elementary-School/,100.0,100.0
Burlington,Medford Township School District,Taunton Forge Elementary School,05-3080-070,"32 EVERGREEN TRAIL, MEDFORD, NJ, 08055",TAUNTONFORGEELEMENTARYSCHOOL,32EVERGREENTRAILMEDFORDNJ08055,Taunton Forge Elementary School,"32 Evergreen Trail, Medford, NJ, 08055",https://www.greatschools.org/new-jersey/medford/1132-Taunton-Forge-Elementary-School/,100.0,100.0
Bergen,Tenafly Public School District,Tenafly Middle School,03-5160-095,"10 SUNSET LANE, TENAFLY, NJ, 07670",TENAFLYMIDDLESCHOOL,10SUNSETLANETENAFLYNJ07670,Tenafly Middle School,"10 Sunset Lane, Tenafly, NJ, 07670",https://www.greatschools.org/new-jersey/tenafly/1942-Tenafly-Middle-School/,100.0,100.0
Warren,Washington Borough School District,Taylor Street Elementary School,41-5480-060,"16  24 TAYLOR STREET, WASHINGTON, NJ, 07882",TAYLORSTREETELEMENTARYSCHOOL,1624TAYLORSTREETWASHINGTONNJ07882,Taylor Street Elementary School,"16 24 TAYLOR STREET, Washington, NJ, 07882",https://www.greatschools.org/new-jersey/washington/2097-Taylor-Street-Elementary-School/,100.0,100.0
Passaic,Wayne Township Public School District,Randall Carter Elementary School,31-5570-135,"531 ALPS ROAD, WAYNE, NJ, 07470",RANDALLCARTERELEMENTARYSCHOOL,531ALPSROADWAYNENJ07470,Randall Carter Elementary School,"531 Alps Road, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2132-Randall-Carter-Elementary-School/,100.0,100.0
Bergen,Leonia Public School District,Leonia High School,03-2620-050,"100 Christie Heights Street, Leonia, NJ, 07605",LEONIAHIGHSCHOOL,100CHRISTIEHEIGHTSSTREETLEONIANJ07605,Leonia High School,"100 Christie Heights Street, Leonia, NJ, 07605",https://www.greatschools.org/new-jersey/leonia/968-Leonia-High-School/,100.0,100.0
Bergen,Pascack Valley Regional High School District,Pascack Valley High School,03-3960-050,"200 Piermont Avenue, Hillsdale, NJ, 07642",PASCACKVALLEYHIGHSCHOOL,200PIERMONTAVENUEHILLSDALENJ07642,Pascack Valley High School,"200 Piermont Avenue, Hillsdale, NJ, 07642",https://www.greatschools.org/new-jersey/hillsdale/1515-Pascack-Valley-High-School/,100.0,100.0
Charters,Millville Public Charter School,Millville Public Charter School,80-6069-952,"1101 Wheaton Avenue, Millville, NJ, 08332",MILLVILLEPUBLICCHARTERSCHOOL,1101WHEATONAVENUEMILLVILLENJ08332,Millville Public Charter School,"1101 Wheaton Avenue, Millville, NJ, 08332",https://www.greatschools.org/new-jersey/millville/7124-Millville-Public-Charter-School/,100.0,100.0
