county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,rating_band,rating,gs_name_enc,gs_address_enc,fuzzy_name_score,fuzzy_address_score
Mercer,Hamilton Township Public School District,Sayen Elementary School,21-1950-240,"3333 NOTTINGHAM WAY, HAMILTON, NJ, 08690",SAYENELEMENTARYSCHOOL,3333NOTTINGHAMWAYHAMILTONNJ08690,Sayen Elementary School,"3333 NOTTINGHAM WAY, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/745-Sayen-Elementary-School/,Below average,3.0,SAYENELEMENTARYSCHOOL,3333NOTTINGHAMWAYHAMILTONTOWNSHIPNJ08690,100.0,88.88888888888889
Mercer,Hamilton Township Public School District,Kisthardt Elementary School,21-1950-150,"215 HARCOURT DRIVE, HAMILTON, NJ, 08610",KISTHARDTELEMENTARYSCHOOL,215HARCOURTDRIVEHAMILTONNJ08610,Kisthardt Elementary School,"215 HARCOURT DRIVE, Hamilton Township, NJ, 08610",https://www.greatschools.org/new-jersey/trenton/736-Kisthardt-Elementary-School/,Below average,2.0,KISTHARDTELEMENTARYSCHOOL,215HARCOURTDRIVEHAMILTONTOWNSHIPNJ08610,100.0,88.57142857142857
Somerset,Hillsborough Township Public School District,Auten Road Intermediate School,35-2170-034,"281 Auten Road, Hillsborough, NJ, 08844",AUTENROADINTERMEDIATESCHOOL,281AUTENROADHILLSBOROUGHNJ08844,Auten Road Intermediate School,"281 Auten Road, Hillsborough Township, NJ, 08844",https://www.greatschools.org/new-jersey/hillsborough-township/3380-Auten-Road-School/,Average,6.0,AUTENROADINTERMEDIATESCHOOL,281AUTENROADHILLSBOROUGHTOWNSHIPNJ08844,100.0,88.57142857142857
Monmouth,Neptune Township School District,Green Grove Elementary School,25-3510-063,"909 GREEN GROVE ROAD, NEPTUNE, NJ, 07753",GREENGROVEELEMENTARYSCHOOL,909GREENGROVEROADNEPTUNENJ07753,Green Grove Elementary School,"909 GREEN GROVE ROAD, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1290-Green-Grove-Elementary-School/,Below average,2.0,GREENGROVEELEMENTARYSCHOOL,909GREENGROVEROADNEPTUNETOWNSHIPNJ07753,100.0,88.57142857142857
Monmouth,Neptune Township School District,Shark River Hills Elementary School,25-3510-090,"312 BRIGHTON AVENUE, NEPTUNE, NJ, 07753",SHARKRIVERHILLSELEMENTARYSCHOOL,312BRIGHTONAVENUENEPTUNENJ07753,Shark River Hills Elementary School,"312 BRIGHTON AVENUE, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1292-Shark-River-Hills-Elementary-School/,Below average,3.0,SHARKRIVERHILLSELEMENTARYSCHOOL,312BRIGHTONAVENUENEPTUNETOWNSHIPNJ07753,100.0,88.57142857142857
Camden,Voorhees Township School District,Osage School,07-5400-090,"112 Somerdale Road, VOORHEES, NJ, 08043",OSAGESCHOOL,112SOMERDALEROADVOORHEESNJ08043,Osage School,"112 Somerdale Road, Voorhees Township, NJ, 08043",https://www.greatschools.org/new-jersey/voorhees-township/2069-Osage-Elementary-School/,Above average,7.0,OSAGESCHOOL,112SOMERDALEROADVOORHEESTOWNSHIPNJ08043,100.0,88.57142857142857
Ocean,Manchester Township School District,Ridgeway Elementary School,29-2940-050,"2861 RIDGEWAY RD, MANCHESTER, NJ, 08759",RIDGEWAYELEMENTARYSCHOOL,2861RIDGEWAYRDMANCHESTERNJ08759,Ridgeway Elementary School,"2861 RIDGEWAY RD, Manchester Township, NJ, 08759",https://www.greatschools.org/new-jersey/manchester-township/1090-Ridgeway-Elementary-School/,Below average,4.0,RIDGEWAYELEMENTARYSCHOOL,2861RIDGEWAYRDMANCHESTERTOWNSHIPNJ08759,100.0,88.57142857142857
Camden,Pennsauken Township Board of Education School District,George B. Fine Elementary School,07-4060-140,"3800 GLADWYN AVE, PENNSAUKEN, NJ, 08109",GEORGEBFINEELEMENTARYSCHOOL,3800GLADWYNAVEPENNSAUKENNJ08109,George B. Fine Elementary School,"3800 GLADWYN AVE, Pennsauken Township, NJ, 08109",https://www.greatschools.org/new-jersey/pennsauken-township/1600-George-B.-Fine-Elementary-School/,Below average,4.0,GEORGEBFINEELEMENTARYSCHOOL,3800GLADWYNAVEPENNSAUKENTOWNSHIPNJ08109,100.0,88.57142857142857
Camden,Pennsauken Township Board of Education School District,Pennsauken Intermediate School,07-4060-175,"8125 PARK AVENUE, PENNSAUKEN, NJ, 08109",PENNSAUKENINTERMEDIATESCHOOL,8125PARKAVENUEPENNSAUKENNJ08109,Pennsauken Intermediate School,"8125 PARK AVENUE, Pennsauken Township, NJ, 08109",https://www.greatschools.org/new-jersey/pennsauken-township/3501-Pennsauken-Intermediate-School/,Below average,3.0,PENNSAUKENINTERMEDIATESCHOOL,8125PARKAVENUEPENNSAUKENTOWNSHIPNJ08109,100.0,88.57142857142857
Cumberland,Millville School District,Holly Heights Elementary School,11-3230-075,"2509 E MAIN ST, MILLVILLE, NJ, 08332",HOLLYHEIGHTSELEMENTARYSCHOOL,2509EMAINSTMILLVILLENJ08332,Holly Heights Elementary School,"2509 East Main Street, Millville, NJ, 08332",https://www.greatschools.org/new-jersey/millville/1196-Holly-Heights-Elementary-School/,Below average,2.0,HOLLYHEIGHTSELEMENTARYSCHOOL,2509EASTMAINSTREETMILLVILLENJ08332,100.0,88.52459016393442
Salem,The Lower Alloways Creek School District,Lower Alloways Creek Elementary School,33-2800-050,"967 MAIN ST CANTON, SALEM, NJ, 08079",LOWERALLOWAYSCREEKELEMENTARYSCHOOL,967MAINSTCANTONSALEMNJ08079,Lower Alloways Creek Elementary School,"967 Main Saint - Canton Road, Salem, NJ, 08079",https://www.greatschools.org/new-jersey/salem/1025-Lower-Alloways-Creek-Elementary-School/,Above average,8.0,LOWERALLOWAYSCREEKELEMENTARYSCHOOL,967MAINSAINTCANTONROADSALEMNJ08079,100.0,88.52459016393442
Morris,Parsippany-Troy Hills Township School District,Troy Hills Elementary School,27-3950-120,"509 S  BEVERWYCK ROAD, PARSIPPANY, NJ, 07054",TROYHILLSELEMENTARYSCHOOL,509SBEVERWYCKROADPARSIPPANYNJ07054,Troy Hills Elementary School,"509 S BEVERWYCK ROAD, Parsippany-Troy Hills, NJ, 07054",https://www.greatschools.org/new-jersey/parsippany_troy-hills/1513-Troy-Hills-Elementary-School/,Above average,7.0,TROYHILLSELEMENTARYSCHOOL,509SBEVERWYCKROADPARSIPPANYTROYHILLSNJ07054,100.0,88.31168831168831
Camden,Pennsauken Township Board of Education School District,Pennsauken High School,07-4060-050,"800 HYLTON ROAD, PENNSAUKEN, NJ, 08110",PENNSAUKENHIGHSCHOOL,800HYLTONROADPENNSAUKENNJ08110,Pennsauken High School,"800 HYLTON ROAD, Pennsauken Township, NJ, 08110",https://www.greatschools.org/new-jersey/pennsauken-township/1592-Pennsauken-High-School/,Below average,2.0,PENNSAUKENHIGHSCHOOL,800HYLTONROADPENNSAUKENTOWNSHIPNJ08110,100.0,88.23529411764706
Mercer,Ewing Township School District,Gilmore J Fisher Middle School,21-1430-060,"1325 LOWER FERRY ROAD, EWING, NJ, 08618",GILMOREJFISHERMIDDLESCHOOL,1325LOWERFERRYROADEWINGNJ08618,Gilmore J Fisher Middle School,"1325 LOWER FERRY ROAD, Ewing Township, NJ, 08618",https://www.greatschools.org/new-jersey/ewing-township/563-Gilmore-J-Fisher-Middle-School/,Below average,4.0,GILMOREJFISHERMIDDLESCHOOL,1325LOWERFERRYROADEWINGTOWNSHIPNJ08618,100.0,88.23529411764706
Gloucester,Paulsboro School District,Paulsboro High School,15-4020-050,"670 N DELAWARE ST, PAULSBORO, NJ, 08066",PAULSBOROHIGHSCHOOL,670NDELAWARESTPAULSBORONJ08066,Paulsboro High School,"670 North Delaware Street, Paulsboro, NJ, 08066",https://www.greatschools.org/new-jersey/paulsboro/1571-Paulsboro-High-School/,Below average,1.0,PAULSBOROHIGHSCHOOL,670NORTHDELAWARESTREETPAULSBORONJ08066,100.0,88.23529411764706
Morris,West Morris Regional High School District,West Morris Mendham High School,27-5660-050,"65 EAST MAIN STREET, MENDHAM, NJ, 07945",WESTMORRISMENDHAMHIGHSCHOOL,65EASTMAINSTREETMENDHAMNJ07945,West Morris Mendham High School,"65 EAST MAIN STREET, Mendham Township, NJ, 07945",https://www.greatschools.org/new-jersey/mendham/2167-West-Morris-Mendham-High-School/,Above average,8.0,WESTMORRISMENDHAMHIGHSCHOOL,65EASTMAINSTREETMENDHAMTOWNSHIPNJ07945,100.0,88.23529411764706
Mercer,Hamilton Township Public School District,Kuser Elementary School,21-1950-170,"70 NEWKIRK AVENUE, HAMILTON, NJ, 08629",KUSERELEMENTARYSCHOOL,70NEWKIRKAVENUEHAMILTONNJ08629,Kuser Elementary School,"70 NEWKIRK AVENUE, Hamilton Township, NJ, 08629",https://www.greatschools.org/new-jersey/hamilton-township/738-Kuser-Elementary-School/,Below average,3.0,KUSERELEMENTARYSCHOOL,70NEWKIRKAVENUEHAMILTONTOWNSHIPNJ08629,100.0,88.23529411764706
Mercer,Hamilton Township Public School District,Langtree Elementary School,21-1950-185,"2080 WHATLEY ROAD, HAMILTON, NJ, 08690",LANGTREEELEMENTARYSCHOOL,2080WHATLEYROADHAMILTONNJ08690,Langtree Elementary School,"2080 WHATLEY ROAD, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/740-Langtree-Elementary-School/,Average,5.0,LANGTREEELEMENTARYSCHOOL,2080WHATLEYROADHAMILTONTOWNSHIPNJ08690,100.0,88.23529411764706
Charters,Trenton Stem-to-Civics Charter School,Trenton Stem-to-Civics Charter School,80-6183-914,"1555 Pennington Raod, Ewing, NJ, 08618",TRENTONSTEMTOCIVICSCHARTERSCHOOL,1555PENNINGTONRAODEWINGNJ08618,Trenton Stem-To-Civics Charter School,"1555 Pennington Raod, Ewing Township, NJ, 08618",https://www.greatschools.org/new-jersey/ewing-township/8775-Trenton-Stem-To-Civics-Charter-School/,Below average,2.0,TRENTONSTEMTOCIVICSCHARTERSCHOOL,1555PENNINGTONRAODEWINGTOWNSHIPNJ08618,100.0,88.23529411764706
Monmouth,Matawan-Aberdeen Regional School District,Strathmore Elementary School,25-3040-080,"282 CHURCH STREET, ABERDEEN, NJ, 07747",STRATHMOREELEMENTARYSCHOOL,282CHURCHSTREETABERDEENNJ07747,Strathmore Elementary School,"282 CHURCH STREET, Aberdeen Township, NJ, 07747",https://www.greatschools.org/new-jersey/aberdeen-township/1122-Strathmore-Elementary-School/,Average,6.0,STRATHMOREELEMENTARYSCHOOL,282CHURCHSTREETABERDEENTOWNSHIPNJ07747,100.0,88.23529411764706
Ocean,Jackson Township School District,Carl W. Goetz Middle School,29-2360-055,"835 Patterson Road, Jackson, NJ, 08527",CARLWGOETZMIDDLESCHOOL,835PATTERSONROADJACKSONNJ08527,Carl W Goetz Middle School,"835 Patterson Road, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/861-Carl-W-Goetz-Middle-School/,Below average,4.0,CARLWGOETZMIDDLESCHOOL,835PATTERSONROADJACKSONTOWNSHIPNJ08527,100.0,88.23529411764706
Mercer,Robbinsville Public Schools,Pond Road Middle School,21-5510-040,"150 POND ROAD, ROBBINSVILLE, NJ, 08691",PONDROADMIDDLESCHOOL,150PONDROADROBBINSVILLENJ08691,Pond Road Middle School,"150 POND ROAD, Robbinsville Township, NJ, 08691",https://www.greatschools.org/new-jersey/robbinsville-township/2110-Pond-Road-Middle-School/,Above average,8.0,PONDROADMIDDLESCHOOL,150PONDROADROBBINSVILLETOWNSHIPNJ08691,100.0,88.23529411764706
Ocean,Jackson Township School District,Elms Elementary School,29-2360-035,"780 Patterson Road, Jackson, NJ, 08527",ELMSELEMENTARYSCHOOL,780PATTERSONROADJACKSONNJ08527,Elms Elementary School,"780 Patterson Road, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/4136-Elms-Elementary-School/,Average,6.0,ELMSELEMENTARYSCHOOL,780PATTERSONROADJACKSONTOWNSHIPNJ08527,100.0,88.23529411764706
Morris,Parsippany-Troy Hills Township School District,Brooklawn Middle School,27-3950-055,"250 Beachwood Road, Parsippany, NJ, 07054",BROOKLAWNMIDDLESCHOOL,250BEACHWOODROADPARSIPPANYNJ07054,Brooklawn Middle School,"250 Beachwood Road, Parsippany-Troy Hills, NJ, 07054",https://www.greatschools.org/new-jersey/parsippany_troy-hills/1504-Brooklawn-Middle-School/,Average,6.0,BROOKLAWNMIDDLESCHOOL,250BEACHWOODROADPARSIPPANYTROYHILLSNJ07054,100.0,88.0
Camden,Voorhees Township School District,Voorhees Middle School,07-5400-100,"1000 HOLLY OAK DR, VOORHEES, NJ, 08043",VOORHEESMIDDLESCHOOL,1000HOLLYOAKDRVOORHEESNJ08043,Voorhees Middle School,"1000 HOLLY OAK DR, Voorhees Township, NJ, 08043",https://www.greatschools.org/new-jersey/voorhees-township/2070-Voorhees-Middle-School/,Above average,7.0,VOORHEESMIDDLESCHOOL,1000HOLLYOAKDRVOORHEESTOWNSHIPNJ08043,100.0,87.87878787878788
Mercer,Hamilton Township Public School District,Mercerville Elementary School,21-1950-210,"60 REGINA AVENUE, HAMILTON, NJ, 08619",MERCERVILLEELEMENTARYSCHOOL,60REGINAAVENUEHAMILTONNJ08619,Mercerville Elementary School,"60 REGINA AVENUE, Hamilton Township, NJ, 08619",https://www.greatschools.org/new-jersey/hamilton-township/742-Mercerville-Elementary-School/,Below average,4.0,MERCERVILLEELEMENTARYSCHOOL,60REGINAAVENUEHAMILTONTOWNSHIPNJ08619,100.0,87.87878787878788
Mercer,Hamilton Township Public School District,Morgan Elementary School,21-1950-220,"38 STAMFORD ROAD, HAMILTON, NJ, 08619",MORGANELEMENTARYSCHOOL,38STAMFORDROADHAMILTONNJ08619,Morgan Elementary School,"38 STAMFORD ROAD, Hamilton Township, NJ, 08619",https://www.greatschools.org/new-jersey/hamilton-township/743-Morgan-Elementary-School/,Average,5.0,MORGANELEMENTARYSCHOOL,38STAMFORDROADHAMILTONTOWNSHIPNJ08619,100.0,87.87878787878788
Monmouth,Monmouth County Vocational School District,Communications High School,25-3260-004,"1740 NEW BEDFORD ROAD, WALL, NJ, 07719",COMMUNICATIONSHIGHSCHOOL,1740NEWBEDFORDROADWALLNJ07719,Communications High School,"1740 NEW BEDFORD ROAD, Wall Township, NJ, 07719",https://www.greatschools.org/new-jersey/wall-township/3429-Communications-High-School/,Above average,10.0,COMMUNICATIONSHIGHSCHOOL,1740NEWBEDFORDROADWALLTOWNSHIPNJ07719,100.0,87.87878787878788
Mercer,Hamilton Township Public School District,McGalliard Elementary School,21-1950-200,"1600 ARENA DRIVE, HAMILTON, NJ, 08610",MCGALLIARDELEMENTARYSCHOOL,1600ARENADRIVEHAMILTONNJ08610,McGalliard Elementary School,"1600 ARENA DRIVE, Hamilton Township, NJ, 08610",https://www.greatschools.org/new-jersey/trenton/741-McGalliard-Elementary-School/,Below average,3.0,MCGALLIARDELEMENTARYSCHOOL,1600ARENADRIVEHAMILTONTOWNSHIPNJ08610,100.0,87.87878787878788
Salem,Pennsville Public School District,Pennsville Memorial High School,33-4075-050,"110 S  BROADWAY, PENNSVILLE, NJ, 08070",PENNSVILLEMEMORIALHIGHSCHOOL,110SBROADWAYPENNSVILLENJ08070,Pennsville Memorial High School,"110 S BROADWAY, Pennsville Township, NJ, 08070",https://www.greatschools.org/new-jersey/pennsville/1033-Pennsville-Memorial-High-School/,Below average,3.0,PENNSVILLEMEMORIALHIGHSCHOOL,110SBROADWAYPENNSVILLETOWNSHIPNJ08070,100.0,87.87878787878788
Mercer,Hamilton Township Public School District,Sunnybrae Elementary School,21-1950-245,"166 ELTON AVENUE, HAMILTON, NJ, 08620",SUNNYBRAEELEMENTARYSCHOOL,166ELTONAVENUEHAMILTONNJ08620,Sunnybrae Elementary School,"166 ELTON AVENUE, Hamilton Township, NJ, 08620",https://www.greatschools.org/new-jersey/hamilton-township/746-Sunnybrae-Elementary-School/,Average,5.0,SUNNYBRAEELEMENTARYSCHOOL,166ELTONAVENUEHAMILTONTOWNSHIPNJ08620,100.0,87.87878787878788
Mercer,Hamilton Township Public School District,Robinson Elementary School,21-1950-225,"495 GROPP AVENUE, HAMILTON, NJ, 08610",ROBINSONELEMENTARYSCHOOL,495GROPPAVENUEHAMILTONNJ08610,Robinson Elementary School,"495 GROPP AVENUE, Hamilton Township, NJ, 08610",https://www.greatschools.org/new-jersey/trenton/744-Robinson-Elementary-School/,Below average,3.0,ROBINSONELEMENTARYSCHOOL,495GROPPAVENUEHAMILTONTOWNSHIPNJ08610,100.0,87.87878787878788
Morris,Parsippany-Troy Hills Township School District,Lake Parsippany Elementary School,27-3950-080,"225 Kingston Road, Parsippany, NJ, 07054",LAKEPARSIPPANYELEMENTARYSCHOOL,225KINGSTONROADPARSIPPANYNJ07054,Lake Parsippany Elementary School,"225 Kingston Road, Parsippany-Troy Hills, NJ, 07054",https://www.greatschools.org/new-jersey/parsippany_troy-hills/1509-Lake-Parsippany-Elementary-School/,Above average,9.0,LAKEPARSIPPANYELEMENTARYSCHOOL,225KINGSTONROADPARSIPPANYTROYHILLSNJ07054,100.0,87.67123287671232
Salem,Pennsville Public School District,Central Park Elementary School,33-4075-060,"43 OLIVER AVE, PENNSVILLE, NJ, 08070",CENTRALPARKELEMENTARYSCHOOL,43OLIVERAVEPENNSVILLENJ08070,Central Park Elementary School,"43 OLIVER AVE, Pennsville Township, NJ, 08070",https://www.greatschools.org/new-jersey/pennsville/1035-Central-Park-Elementary-School/,Average,5.0,CENTRALPARKELEMENTARYSCHOOL,43OLIVERAVEPENNSVILLETOWNSHIPNJ08070,100.0,87.5
Ocean,Jackson Township School District,Crawford-Rodriguez Elementary School,29-2360-030,"1025 Larsen Road, Jackson, NJ, 08527",CRAWFORDRODRIGUEZELEMENTARYSCHOOL,1025LARSENROADJACKSONNJ08527,Crawford Rodriguez Elementary School,"1025 Larsen Road, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/3447-Crawford--Rodriguez-Elementary-School/,Average,5.0,CRAWFORDRODRIGUEZELEMENTARYSCHOOL,1025LARSENROADJACKSONTOWNSHIPNJ08527,100.0,87.5
Ocean,Barnegat Township School District,Joseph T. Donahue Elementary School,29-0185-080,"200 BENGAL BLVD, BARNEGAT, NJ, 08005",JOSEPHTDONAHUEELEMENTARYSCHOOL,200BENGALBLVDBARNEGATNJ08005,Joseph T Donahue Elementary School,"200 BENGAL BLVD, Barnegat Township, NJ, 08005",https://www.greatschools.org/new-jersey/barnegat-township/6903-Joseph-T---Donahue-Elementary-School/,Average,5.0,JOSEPHTDONAHUEELEMENTARYSCHOOL,200BENGALBLVDBARNEGATTOWNSHIPNJ08005,100.0,87.5
Monmouth,Neptune Township School District,Neptune Middle School,25-3510-055,"2300 HECK AVENUE, NEPTUNE, NJ, 07753",NEPTUNEMIDDLESCHOOL,2300HECKAVENUENEPTUNENJ07753,Neptune Middle School,"2300 HECK AVENUE, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1288-Neptune-Middle-School/,Below average,3.0,NEPTUNEMIDDLESCHOOL,2300HECKAVENUENEPTUNETOWNSHIPNJ07753,100.0,87.5
Ocean,Jackson Township School District,Howard C. Johnson Elementary School,29-2360-044,"1021 Larsen Road, Jackson, NJ, 08527",HOWARDCJOHNSONELEMENTARYSCHOOL,1021LARSENROADJACKSONNJ08527,Howard C Johnson Elementary School,"1021 Larsen Road, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/858-Howard-C-Johnson-Elementary-School/,Below average,4.0,HOWARDCJOHNSONELEMENTARYSCHOOL,1021LARSENROADJACKSONTOWNSHIPNJ08527,100.0,87.5
Monmouth,Neptune Township School District,Midtown Community Elementary School,25-3510-080,"1155 Corlies Ave, NEPTUNE, NJ, 07753",MIDTOWNCOMMUNITYELEMENTARYSCHOOL,1155CORLIESAVENEPTUNENJ07753,Midtown Community Elementary School,"1155 Corlies Ave, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1291-Midtown-Community-Elementary-School/,Below average,3.0,MIDTOWNCOMMUNITYELEMENTARYSCHOOL,1155CORLIESAVENEPTUNETOWNSHIPNJ07753,100.0,87.5
Monmouth,Neptune Township School District,Summerfield Elementary School,25-3510-100,"1 Summerfield La, NEPTUNE, NJ, 07753",SUMMERFIELDELEMENTARYSCHOOL,1SUMMERFIELDLANEPTUNENJ07753,Summerfield Elementary School,"1 Summerfield La, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1293-Summerfield-Elementary-School/,Below average,4.0,SUMMERFIELDELEMENTARYSCHOOL,1SUMMERFIELDLANEPTUNETOWNSHIPNJ07753,100.0,87.5
Ocean,Barnegat Township School District,Robert L. Horbelt Elementary School,29-0185-070,"104 BURR STREET, BARNEGAT, NJ, 08005",ROBERTLHORBELTELEMENTARYSCHOOL,104BURRSTREETBARNEGATNJ08005,Robert L Horbelt Elementary School,"104 BURR STREET, Barnegat Township, NJ, 08005",https://www.greatschools.org/new-jersey/barnegat-township/3468-Robert-L--Horbelt-Elementary-School/,Below average,4.0,ROBERTLHORBELTELEMENTARYSCHOOL,104BURRSTREETBARNEGATTOWNSHIPNJ08005,100.0,87.5
Mercer,Hamilton Township Public School District,Richard C Crockett Middle School,21-1950-083,"2631 KUSER ROAD, HAMILTON, NJ, 08691",RICHARDCCROCKETTMIDDLESCHOOL,2631KUSERROADHAMILTONNJ08691,Richard C Crockett Middle School,"2631 KUSER ROAD, Hamilton Township, NJ, 08691",https://www.greatschools.org/new-jersey/hamilton-township/751-Richard-C-Crockett-Middle-School/,Below average,4.0,RICHARDCCROCKETTMIDDLESCHOOL,2631KUSERROADHAMILTONTOWNSHIPNJ08691,100.0,87.5
Mercer,Hamilton Township Public School District,George E. Wilson Elementary School,21-1950-105,"600 Park Avenue, HAMILTON, NJ, 08610",GEORGEEWILSONELEMENTARYSCHOOL,600PARKAVENUEHAMILTONNJ08610,George E. Wilson Elementary School,"600 Park Avenue, Hamilton Township, NJ, 08610",https://www.greatschools.org/new-jersey/trenton/734-George-E.-Wilson-Elementary-School/,Below average,2.0,GEORGEEWILSONELEMENTARYSCHOOL,600PARKAVENUEHAMILTONTOWNSHIPNJ08610,100.0,87.5
Camden,Pennsauken Township Board of Education School District,Howard M. Phifer Middle School,07-4060-055,"8201 PARK AVE, PENNSAUKEN, NJ, 08109",HOWARDMPHIFERMIDDLESCHOOL,8201PARKAVEPENNSAUKENNJ08109,Howard M Phifer Middle School,"8201 PARK AVE, Pennsauken Township, NJ, 08109",https://www.greatschools.org/new-jersey/pennsauken-township/1593-Howard-M-Phifer-Middle-School/,Below average,3.0,HOWARDMPHIFERMIDDLESCHOOL,8201PARKAVEPENNSAUKENTOWNSHIPNJ08109,100.0,87.5
Ocean,Barnegat Township School District,Barnegat High School,29-0185-030,"180 BENGAL BLVD, BARNEGAT, NJ, 08005",BARNEGATHIGHSCHOOL,180BENGALBLVDBARNEGATNJ08005,Barnegat High School,"180 BENGAL BLVD, Barnegat Township, NJ, 08005",https://www.greatschools.org/new-jersey/barnegat-township/4283-Barnegat-High-School/,Below average,3.0,BARNEGATHIGHSCHOOL,180BENGALBLVDBARNEGATTOWNSHIPNJ08005,100.0,87.5
Ocean,Jackson Township School District,Sylvia Rosenauer Elementary School,29-2360-040,"60 Citadel Drive, Jackson, NJ, 08527",SYLVIAROSENAUERELEMENTARYSCHOOL,60CITADELDRIVEJACKSONNJ08527,Sylvia Rosenauer Elementary School,"60 Citadel Drive, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/857-Sylvia-Rosenauer-Elementary-School/,Below average,4.0,SYLVIAROSENAUERELEMENTARYSCHOOL,60CITADELDRIVEJACKSONTOWNSHIPNJ08527,100.0,87.5
Morris,Parsippany-Troy Hills Township School District,Rockaway Meadow Elementary School,27-3950-107,"160 EDWARDS ROAD, PARSIPPANY, NJ, 07054",ROCKAWAYMEADOWELEMENTARYSCHOOL,160EDWARDSROADPARSIPPANYNJ07054,Rockaway Meadow Elementary School,"160 EDWARDS ROAD, Parsippany-Troy Hills, NJ, 07054",https://www.greatschools.org/new-jersey/parsippany_troy-hills/1512-Rockaway-Meadow-Elementary-School/,Average,6.0,ROCKAWAYMEADOWELEMENTARYSCHOOL,160EDWARDSROADPARSIPPANYTROYHILLSNJ07054,100.0,87.32394366197182
