gs_school_name,gs_school_address,gs_school_link,rating
Valley View Middle School,"50 Valleyview Road, Watchung, NJ, 07069",https://www.greatschools.org/new-jersey/watchung/2119-Valley-View-Middle-School/,7.0
Albert P. Terhune Elementary School,"40 Geoffrey Way, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2126-Albert-P.-Terhune-Elementary-School/,7.0
John F. Kennedy Elementary School,"1310 Ratzer Road, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2128-John-F.-Kennedy-Elementary-School/,7.0
Lafayette Elementary School,"100 Laauwe Avenue, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2129-Lafayette-Elementary-School/,7.0
Packanack Elementary School,"190 Oakwood Drive, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2130-Packanack-Elementary-School/,7.0
West Cape May Elementary School,"301 Moore Street, West Cape May, NJ, 08204",https://www.greatschools.org/new-jersey/west-cape-may/2141-West-Cape-May-Elementary-School/,7.0
West Essex High School,"65 WEST GREENBROOK RD, North Caldwell, NJ, 07006",https://www.greatschools.org/new-jersey/caldwell/2147-West-Essex-High-School/,7.0
West Essex Middle School,"65 WEST GREENBROOK RD, North Caldwell, NJ, 07006",https://www.greatschools.org/new-jersey/caldwell/2148-West-Essex-Middle-School/,7.0
Westbrook Elementary School,"55 Nosenzo Pond Road, West Milford, NJ, 07480",https://www.greatschools.org/new-jersey/west-milford/2165-Westbrook-Elementary-School/,7.0
West Morris Central High School,"259 Bartley Road, Chester, NJ, 07930",https://www.greatschools.org/new-jersey/chester/2166-West-Morris-Central-High-School/,7.0
Mount Pleasant Elementary School,"9 Manger Road, West Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/2175-Mount-Pleasant-Elementary-School/,7.0
Gregory Elementary School,"301 Gregory Avenue, West Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/2179-Gregory-Elementary-School/,7.0
St. Cloud Elementary School,"71 Sheridan Avenue, West Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/2183-St.-Cloud-Elementary-School/,7.0
Washington Elementary School,"289 MAIN ST, City of Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/2184-Washington-Elementary-School/,7.0
West Windsor-Plains High School South,"346 CLARKSVILLE ROAD, West Windsor Township, NJ, 08550",https://www.greatschools.org/new-jersey/west-windsor-township/2190-Wwindsor--Plainsboro-South/,7.0
Community Middle School,"95 GROVERS MILL ROAD, Plainsboro Township, NJ, 08536",https://www.greatschools.org/new-jersey/plainsboro-township/2194-Community-Middle-School/,7.0
Millstone River School,"75 GROVERS MILL ROAD, Plainsboro Township, NJ, 08536",https://www.greatschools.org/new-jersey/plainsboro-township/2195-Millstone-River-School/,7.0
Bernardsville Middle School,"141 Seney Drive, Bernardsville, NJ, 07924",https://www.greatschools.org/new-jersey/bernardsville/22-Bernardsville-Middle-School/,7.0
Thomas Edison Intermediate School,"800 Rahway Avenue, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2200-Thomas-Edison-Intermediate-School/,7.0
Jefferson Elementary School,"1200 Boulevard, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2202-Jefferson-Elementary-School/,7.0
Jessie F George Elementary School,"1 Palm Street, Township of Washington, NJ, 07676",https://www.greatschools.org/new-jersey/township-of-washington/2211-Jessie-F--George-Elementary-School/,7.0
Washington Elementary School,"600 School Street, Township of Washington, NJ, 07676",https://www.greatschools.org/new-jersey/township-of-washington/2213-Washington-Elementary-School/,7.0
Winfield Elementary School,"7 1/2 GULFSTREAM AVENUE, Winfield, NJ, 07036",https://www.greatschools.org/new-jersey/winfield/2232-Winfield-Elementary-School/,7.0
Mawbey Street Elementary School,"275 MAWBEY STREET, Woodbridge Township, NJ, 07095",https://www.greatschools.org/new-jersey/woodbridge-township/2258-Mawbey-Street-Elementary-School/,7.0
Oak Ridge Heights Elementary School,"720 INMAN AVENUE, Woodbridge Township, NJ, 07067",https://www.greatschools.org/new-jersey/woodbridge-township/2260-Oak-Ridge-Heights-Elementary-School/,7.0
Dwight D Eisenhower Middle School,"344 Calvin Court, Wyckoff, NJ, 07481",https://www.greatschools.org/new-jersey/wyckoff/2283-Dwight-D-Eisenhower-Middle-School/,7.0
George Washington Elementary School,"270 Woodland Avenue, Wyckoff, NJ, 07481",https://www.greatschools.org/new-jersey/wyckoff/2284-George-Washington-Elementary-School/,7.0
Sicomac Elementary School,"356 Sicomac Avenue, Wyckoff, NJ, 07481",https://www.greatschools.org/new-jersey/wyckoff/2285-Sicomac-Elementary-School/,7.0
Wilson Elementary School,"71 Orton Road, West Caldwell, NJ, 07006",https://www.greatschools.org/new-jersey/west-caldwell/236-Wilson-Elementary-School/,7.0
Cedar Grove Memorial Middle School,"500 Ridge Road, Cedar Grove, NJ, 07009",https://www.greatschools.org/new-jersey/cedar-grove/288-Cedar-Grove-Memorial-Middle-School/,7.0
Bret Harte Elementary School,"1909 Queen Ann Road, Cherry Hill, NJ, 08003",https://www.greatschools.org/new-jersey/cherry-hill/297-Bret-Harte-Elementary-School/,7.0
Black River Middle School,"133 Rt. 513 - North Road, Chester, NJ, 07930",https://www.greatschools.org/new-jersey/chester/311-Black-River-Middle-School/,7.0
Bragg Elementary School,"250 Route 24, Chester, NJ, 07930",https://www.greatschools.org/new-jersey/chester/312-Bragg-Elementary-School/,7.0
Eleanor Rush Inter School,"1200 Wynwood Drive, Cinnaminson, NJ, 08077",https://www.greatschools.org/new-jersey/cinnaminson/318-Eleanor-Rush-Inter-School/,7.0
Carl H. Kumpf Middle School,"59 Mildred Terrace, Clark, NJ, 07066",https://www.greatschools.org/new-jersey/clark/321-Carl-H.-Kumpf-Middle-School/,7.0
School #5,"214 Day Avenue, Cliffside Park, NJ, 07010",https://www.greatschools.org/new-jersey/cliffside-park/332-Number-5-Elementary-School/,7.0
Elysian Charter School Of Hoboken,"1460 Garden Street, Hoboken, NJ, 07030",https://www.greatschools.org/new-jersey/hoboken/3344-Elysian-Cs-Of-Hoboken/,7.0
Johnnie L. Cochran Junior Academy Elementary School,"190 Midland Avenue, East Orange, NJ, 07017",https://www.greatschools.org/new-jersey/east-orange/3376-Johnnie-L.-Cochran-Junior-Academy-Elementary-School/,7.0
School #2,"1270 Van Houten Avenue, Clifton, NJ, 07013",https://www.greatschools.org/new-jersey/clifton/338-Number-2-Elementary-School/,7.0
Pohatcong School,"240 RTE 519, Phillipsburg, NJ, 08865",https://www.greatschools.org/new-jersey/phillipsburg/3391-Pohatcong-School/,7.0
Lincoln Elementary School,"712 Lincoln Avenue, Ridgefield Park, NJ, 07660",https://www.greatschools.org/new-jersey/ridgefield-park/3393-Lincoln-Elementary-School/,7.0
Alpha School,"817 NORTH BOULEVARD, Alpha, NJ, 08865",https://www.greatschools.org/new-jersey/phillipsburg/34-Alpha-School/,7.0
Liberty High School,"299 Sip Avenue, Jersey City, NJ, 07306",https://www.greatschools.org/new-jersey/jersey-city/3416-Liberty-High-School/,7.0
Moorestown Upper Elementary School,"325 Borton Landing Road, Moorestown, NJ, 08057",https://www.greatschools.org/new-jersey/moorestown/3455-Moorestown-Upper-Elementary-School/,7.0
Hasbrouck Heights Middle School,"365 Boulevard, Hasbrouck Heights, NJ, 07604",https://www.greatschools.org/new-jersey/hasbrouck-heights/3490-Hasbrouck-Heights-Middle-School/,7.0
Brooks Crossing Elementary School,"50 DEANS RHODE HALL ROAD, South Brunswick Township, NJ, 08852",https://www.greatschools.org/new-jersey/south-brunswick-township/3503-Brooks-Crossing-Elementary-School/,7.0
Round Valley Middle School,"128 Cokesbury Road, Lebanon, NJ, 08833",https://www.greatschools.org/new-jersey/lebanon/352-Round-Valley-Middle-School/,7.0
Mark Newbie Elementary School,"2 East Browning Road, Collingswood, NJ, 08108",https://www.greatschools.org/new-jersey/collingswood/359-Mark-Newbie-Elementary-School/,7.0
Florence M. Burd Elementary School,"219 Newton Sparta Road, Newton, NJ, 07860",https://www.greatschools.org/new-jersey/newton/36-Florence-M.-Burd-Elementary-School/,7.0
Cranford Sr High School,"201 West End Place, Cranford, NJ, 07016",https://www.greatschools.org/new-jersey/cranford/369-Cranford-Sr-High-School/,7.0
Long Pond School,"707 Limecrest Road, Newton, NJ, 07860",https://www.greatschools.org/new-jersey/newton/37-Long-Pond-School/,7.0
Cresskill Jr Sr High School,"1 Lincoln Drive, Cresskill, NJ, 07626",https://www.greatschools.org/new-jersey/cresskill/375-Cresskill-Jr-Sr-High-School/,7.0
Valleyview Middle School,"320 Diamond Spring Road, Denville, NJ, 07834",https://www.greatschools.org/new-jersey/denville/396-Valleyview-Middle-School/,7.0
Byram Lakes Elementary School,"11 Mansfield Drive, Stanhope, NJ, 07874",https://www.greatschools.org/new-jersey/stanhope/4121-Byram-Lakes-Elementary-School/,7.0
Mansfield Twp Elementary School,"200 MANSFIELD ROAD EAST, Mansfield, NJ, 08022",https://www.greatschools.org/new-jersey/mansfield/4142-Mansfield-Twp-Elementary-School/,7.0
Honiss Elementary School,"31 Depew Street, Dumont, NJ, 07628",https://www.greatschools.org/new-jersey/dumont/415-Honiss-Elementary-School/,7.0
Waldwick Middle School,"155 Wyckoff Avenue, Waldwick, NJ, 07463",https://www.greatschools.org/new-jersey/waldwick/4209-Waldwick-Middle-School/,7.0
East Brunswick High School,"380 Cranbury Road, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/423-East-Brunswick-High-School/,7.0
Liberty Middle School,"1 Kelly Drive, West Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/4233-Liberty-Middle-School/,7.0
Hammarskjold Middle School,"200 Rues Lane, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/425-Hammarskjold-Middle-School/,7.0
Robbinsville High School,"155 ROBBINSVILLE EDINBURG RD, Robbinsville Township, NJ, 08691",https://www.greatschools.org/new-jersey/robbinsville-township/4257-Robbinsville-High-School/,7.0
Performing Arts Academy,"1 College Drive, Toms River, NJ, 08754",https://www.greatschools.org/new-jersey/lakehurst/4288-Performing-Arts-Academy/,7.0
Memorial Elementary School,"14 Innes Road, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/429-Memorial-Elementary-School/,7.0
Eleanor Van Gelder Elementary School,"251 Undercliff Avenue, Edgewater, NJ, 07020",https://www.greatschools.org/new-jersey/edgewater/474-Eleanor-Van-Gelder-Elementary-School/,7.0
J P Stevens High School,"855 Grove Avenue, Edison, NJ, 08820",https://www.greatschools.org/new-jersey/edison/478-J-P-Stevens-High-School/,7.0
Woodrow Wilson Middle School,"50 Woodrow Wilson Drive, Edison, NJ, 08820",https://www.greatschools.org/new-jersey/edison/482-Woodrow-Wilson-Middle-School/,7.0
James Madison Intermediate Elementary School,"838 New Dover Road, Edison, NJ, 08820",https://www.greatschools.org/new-jersey/edison/484-James-Madison-Intermediate-Elementary-School/,7.0
Lincoln Elementary School,"53 Brookville Road, Edison, NJ, 08817",https://www.greatschools.org/new-jersey/edison/488-Lincoln-Elementary-School/,7.0
Martin Luther King Elementary School,"285 Tingley Lane, Edison, NJ, 08820",https://www.greatschools.org/new-jersey/edison/490-Martin-Luther-King-Elementary-School/,7.0
Richard L Rice School,"50 CROWN ROYAL PARKWAY, Evesham, NJ, 08053",https://www.greatschools.org/new-jersey/evesham-township/561-Richard-L-Rice-School/,7.0
Fair Lawn High School,"14 00 BERDAN AVENUE, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/570-Fair-Lawn-High-School/,7.0
Westmoreland Elementary School,"16-50 Parmelee Ave., Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/577-Westmoreland-Elementary-School/,7.0
Winston S. Churchill School,"233 Fairfield Road, Fairfield, NJ, 07004",https://www.greatschools.org/new-jersey/fairfield/579-Winston-Churchill-Elementary-School/,7.0
Barley Sheaf Elementary School,"80 Barley Sheaf Road, Flemington, NJ, 08822",https://www.greatschools.org/new-jersey/flemington/586-Barley-Sheaf-Elementary-School/,7.0
Ridgedale Middle School,"71 Ridgedale Avenue, Florham Park, NJ, 07932",https://www.greatschools.org/new-jersey/florham-park/596-Ridgedale-Middle-School/,7.0
Avon Elementary School,"505 LINCOLN AVENUE, Avon-by-the-Sea, NJ, 07717",https://www.greatschools.org/new-jersey/avon_by_the_sea/61-Avon-Elementary-School/,7.0
Franklin Township School,"52 Asbury Broadway Road, Washington, NJ, 07882",https://www.greatschools.org/new-jersey/washington/621-Franklin-Township-School/,7.0
Marlboro High School,"95 North Main Street, Marlboro, NJ, 07746",https://www.greatschools.org/new-jersey/marlboro/631-Marlboro-High-School/,7.0
Joseph J Catena School,"275 Burlington Road, Freehold, NJ, 07728",https://www.greatschools.org/new-jersey/freehold/632-Joseph-J-Catena-School/,7.0
C. Richard Applegate Elementary School,"47 Jeanne Brennan Drive, Freehold, NJ, 07728",https://www.greatschools.org/new-jersey/freehold/633-C.-Richard-Applegate-Elementary-School/,7.0
Dwight D. Eisenhower Elementary School,"279 Burlington Road, Freehold, NJ, 07728",https://www.greatschools.org/new-jersey/freehold/635-Dwight-D.-Eisenhower-Elementary-School/,7.0
Frelinghuysen Township Elementary School,"780 New Jersey 94, Newton, NJ, 07860",https://www.greatschools.org/new-jersey/newton/639-Frelinghuysen-Township-Elementary-School/,7.0
Roosevelt School No 7,"225 Lincoln Place, Garfield, NJ, 07026",https://www.greatschools.org/new-jersey/garfield/652-Roosevelt-School--No-7/,7.0
Glen Rock Middle School,"600 Harristown Road, Glen Rock, NJ, 07452",https://www.greatschools.org/new-jersey/glen-rock/668-Glen-Rock-Middle-School/,7.0
Nicholas Oresko School,"33 East 24th Street, Bayonne, NJ, 07002",https://www.greatschools.org/new-jersey/bayonne/67-Nicholas-Oresko-School/,7.0
Clara E. Coleman Elementary School,"100 Pinelynn Road, Glen Rock, NJ, 07452",https://www.greatschools.org/new-jersey/glen-rock/672-Clara-E.-Coleman-Elementary-School/,7.0
Gloucester Co Inst Tech,"1360 Tanyard Road, Mantua Township, NJ, 08080",https://www.greatschools.org/new-jersey/deptford-township/687-Gloucester-Co-Inst-Tech/,7.0
Irene E Feldkirchner Elementary School,"105 Andrew Street, Green Brook Township, NJ, 08812",https://www.greatschools.org/new-jersey/green-brook-township/692-Irene-E-Feldkirchner-Elementary-School/,7.0
Union Hill Middle School,"3800 Hudson Avenue, Union City, NJ, 07087",https://www.greatschools.org/new-jersey/union-city/7045-Union-Hill-Middle-School/,7.0
Hoboken Dual Language Charter School,"123 Jefferson Street, Hoboken, NJ, 07030",https://www.greatschools.org/new-jersey/hoboken/7097-Hoboken-Dual-Language-Charter-School/,7.0
Seventh Avenue Elementary School,"316 7th Avenue, Haddon Heights, NJ, 08035",https://www.greatschools.org/new-jersey/haddon-heights/711-Seventh-Avenue-Elementary-School/,7.0
Clyde S. Jennings Elementary School,"100 West Cedar Avenue, Oaklyn, NJ, 08107",https://www.greatschools.org/new-jersey/oaklyn/714-Clyde-S.-Jennings-Elementary-School/,7.0
Elizabeth Haddon Elementary School,"501 West Redman Avenue, Haddonfield, NJ, 08033",https://www.greatschools.org/new-jersey/haddonfield/721-Elizabeth-Haddon-Elementary-School/,7.0
Hamburg Elementary School,"30 Linwood Avenue, Hamburg, NJ, 07419",https://www.greatschools.org/new-jersey/hamburg/725-Hamburg-Elementary-School/,7.0
Yardville Elementary School,"450 YARDVILLE ALLENTOWN RD, Hamilton Township, NJ, 08620",https://www.greatschools.org/new-jersey/trenton/748-Yardville-Elementary-School/,7.0
Mountview Road Elementary School,"30 Mountview Road, Morris Plains, NJ, 07950",https://www.greatschools.org/new-jersey/morris-plains/761-Mountview-Road-Elementary-School/,7.0
Salem Drive Elementary School,"29 SALEM DRIVE, Hanover, NJ, 07981",https://www.greatschools.org/new-jersey/hanover/762-Salem-Drive-Elementary-School/,7.0
Harrison Township Elementary School,"120 N MAIN STREET, Harrison Township, NJ, 08062",https://www.greatschools.org/new-jersey/mullica-hill/770-Harrison-Township-Elementary-School/,7.0
Hasbrouck Heights High School,"365 Boulevard, Hasbrouck Heights, NJ, 07604",https://www.greatschools.org/new-jersey/hasbrouck-heights/771-Hasbrouck-Heights-High-School/,7.0
Roosevelt Elementary School,"50 Roosevelt Avenue, Hawthorne, NJ, 07506",https://www.greatschools.org/new-jersey/hawthorne/777-Roosevelt-Elementary-School/,7.0
Hillsborough Middle School,"260 Triangle Road, Hillsborough Township, NJ, 08844",https://www.greatschools.org/new-jersey/hillsborough-township/789-Hillsborough-Middle-School/,7.0
Thomas G Connors,"201 Monroe Street, Hoboken, NJ, 07030",https://www.greatschools.org/new-jersey/hoboken/806-Thomas-G-Connors/,7.0
Joseph F Brandt No 2,"215 9th Street, Hoboken, NJ, 07030",https://www.greatschools.org/new-jersey/hoboken/808-Joseph-F-Brandt-No-2/,7.0
Holland Twp Elementary School,"710 Milford Warren Glen Road, Milford, NJ, 08848",https://www.greatschools.org/new-jersey/milford/812-Holland-Twp-Elementary-School/,7.0
Central High School,"259 Pennington - Titusville Road, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/824-Central-High-School/,7.0
Bear Tavern Elementary School,"1162 BEAR TAVERN ROAD, Hopewell Township, NJ, 08560",https://www.greatschools.org/new-jersey/hopewell-township/825-Bear-Tavern-Elementary-School/,7.0
Hopewell Elementary School,"35 Princeton Avenue, Hopewell, NJ, 08525",https://www.greatschools.org/new-jersey/hopewell/827-Hopewell-Elementary-School/,7.0
Island Heights Elementary School,"115 Summit Avenue, Island Heights, NJ, 08732",https://www.greatschools.org/new-jersey/island-heights/854-Island-Heights-Elementary-School/,7.0
Belleville PS9,"301 Ralph Street, Belleville, NJ, 07109",https://www.greatschools.org/new-jersey/belleville/87-Number-9-Elementary-School/,7.0
Jersey City Global Charter School,"255 Congress Street, Jersey City, NJ, 07307",https://www.greatschools.org/new-jersey/jersey-city/8778-Jersey-City-Global-Charter-School/,7.0
West Amwell Twp School,"1417 New Jersey 179, Lambertville, NJ, 08530",https://www.greatschools.org/new-jersey/lambertville/8785-West-Amwell-Twp-School/,7.0
Passaic Gifted And Talented Academy School No 20,"19 Henry Street, Passaic, NJ, 07055",https://www.greatschools.org/new-jersey/passaic/8842-Passaic-Gifted-And-Talented-Academy-School-No-20/,7.0
College Achieve Paterson Charter School,"788 Shrewsbury Avenue, Tinton Falls, NJ, 07724",https://www.greatschools.org/new-jersey/paterson/8896-College-Achieve-Paterson-Charter-School/,7.0
Passaic Academy For Science And Engineering,"291 Lafayette Avenue, Passaic, NJ, 07055",https://www.greatschools.org/new-jersey/passaic/8899-Passaic-Academy-For-Science-And-Engineering/,7.0
Jotham W. Wakeman No. 6 Elementary School,"100 Saint Pauls Avenue, Jersey City, NJ, 07306",https://www.greatschools.org/new-jersey/jersey-city/908-Jotham-W.-Wakeman-No.-6-Elementary-School/,7.0
Kingwood Township Elementary School,"880 County Road 519, Frenchtown, NJ, 08825",https://www.greatschools.org/new-jersey/frenchtown/927-Kingwood-Township-Elementary-School/,7.0
Lawrence Middle School,"2455 PRINCETON PIKE, Lawrence Township, NJ, 08648",https://www.greatschools.org/new-jersey/lawrenceville/955-Lawrence-Middle-School/,7.0
Slackwood Elementary School,"2060 PRINCETON PIKE, Lawrence Township, NJ, 08648",https://www.greatschools.org/new-jersey/lawrenceville/959-Slackwood-Elementary-School/,7.0
Woodglen Elementary School,"70 Bunnvale Road, Califon, NJ, 07830",https://www.greatschools.org/new-jersey/califon/962-Woodglen-Elementary-School/,7.0
Leonia High School,"100 Christie Heights Street, Leonia, NJ, 07605",https://www.greatschools.org/new-jersey/leonia/968-Leonia-High-School/,7.0
Leonia Middle School,"500 Broad Avenue, Leonia, NJ, 07605",https://www.greatschools.org/new-jersey/leonia/969-Leonia-Middle-School/,7.0
Lincoln Park Elementary School,"274 Pine Brook Road, Lincoln Park, NJ, 07035",https://www.greatschools.org/new-jersey/lincoln-park/971-Lincoln-Park-Elementary-School/,7.0
Lincoln Park Middle School,"90 Ryerson Road, Lincoln Park, NJ, 07035",https://www.greatschools.org/new-jersey/lincoln-park/972-Lincoln-Park-Middle-School/,7.0
Belhaven Middle School,"51 Belhaven Avenue, Linwood, NJ, 08221",https://www.greatschools.org/new-jersey/linwood/987-Belhaven-Middle-School/,7.0
Little Falls Township Public School # 1,"Little Falls School # 1, Little Falls, NJ, 07424",https://www.greatschools.org/new-jersey/little-falls/991-Number-1-Elementary-School/,7.0
Brigantine Community School,"301 East Evans Boulevard, Brigantine, NJ, 08203",https://www.greatschools.org/new-jersey/brigantine/9198-Brigantine-Community-School/,7.0
Belmar Elementary School,"1101 Main Street, Belmar, NJ, 07719",https://www.greatschools.org/new-jersey/belmar/92-Belmar-Elementary-School/,7.0
Hilltop Elementary School,"200 Kipp Avenue, Lodi, NJ, 07644",https://www.greatschools.org/new-jersey/lodi/1008-Hilltop-Elementary-School/,6.0
Washington Elementary School,"310 Main Street, Lodi, NJ, 07644",https://www.greatschools.org/new-jersey/lodi/1010-Washington-Elementary-School/,6.0
Lopatcong Elementary School,"263 New Jersey 57, Phillipsburg, NJ, 08865",https://www.greatschools.org/new-jersey/phillipsburg/1024-Lopatcong-Elementary-School/,6.0
Jefferson Elementary School,"336 Lake Avenue, Lyndhurst, NJ, 07071",https://www.greatschools.org/new-jersey/lyndhurst/1048-Jefferson-Elementary-School/,6.0
Roosevelt Elementary School,"530 Stuyvesant Avenue, Lyndhurst, NJ, 07071",https://www.greatschools.org/new-jersey/lyndhurst/1050-Roosevelt-Elementary-School/,6.0
Madison High School,"170 Ridgedale Avenue, Madison, NJ, 07940",https://www.greatschools.org/new-jersey/madison/1052-Madison-High-School/,6.0
Madison Junior Middle School,"160 Main Street, Madison, NJ, 07940",https://www.greatschools.org/new-jersey/madison/1055-Madison-Junior-Middle-School/,6.0
Jonas Salk Middle School,"155 West Greystone Road, Old Bridge, NJ, 08857",https://www.greatschools.org/new-jersey/old-bridge-township/1063-Jonas-Salk-Middle-School/,6.0
Leroy Gordon Cooper Elementary School,"160 BIRCHWOOD DRIVE, Aberdeen Township, NJ, 07735",https://www.greatschools.org/new-jersey/keyport/1064-Leroy-Gordon-Cooper-Elementary-School/,6.0
Southwood Elementary School,"64 Southwood Drive, Old Bridge, NJ, 08857",https://www.greatschools.org/new-jersey/old-bridge-township/1069-Southwood-Elementary-School/,6.0
Magnolia Elementary School,"420 NORTH WARWICK RD, Magnolia, NJ, 08049",https://www.greatschools.org/new-jersey/magnolia/1072-Magnolia-Elementary-School/,6.0
Joyce Kilmer Elementary School,"80 Ridge Road, Mahwah, NJ, 07430",https://www.greatschools.org/new-jersey/mahwah/1076-Joyce-Kilmer-Elementary-School/,6.0
Ramapo Ridge Middle School,"150 Ridge Road, Mahwah, NJ, 07430",https://www.greatschools.org/new-jersey/mahwah/1077-Ramapo-Ridge-Middle-School/,6.0
Bergenfield High School,"80 South Prospect Avenue, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/108-Bergenfield-High-School/,6.0
Manasquan High School,"167 Broad Street, Manasquan, NJ, 08736",https://www.greatschools.org/new-jersey/manasquan/1086-Manasquan-High-School/,6.0
Manasquan Elementary School,"168 Broad Street, Manasquan, NJ, 08736",https://www.greatschools.org/new-jersey/manasquan/1087-Manasquan-Elementary-School/,6.0
Manchester Twp Elementary School,"101 N COLONIAL DRIVE, Manchester Township, NJ, 08733",https://www.greatschools.org/new-jersey/manchester-township/1088-Manchester-Twp-Elementary-School/,6.0
Whiting Elementary School,"412 MANCHESTER BLVD, Manchester Township, NJ, 08759",https://www.greatschools.org/new-jersey/manchester-township/1091-Whiting-Elementary-School/,6.0
J. Mason Tomlin Elementary School,"393 MAIN ST, Mantua Township, NJ, 08051",https://www.greatschools.org/new-jersey/mantua-township/1099-J.-Mason-Tomlin-Elementary-School/,6.0
Marlboro Middle School,"355 County Road 520 West, Marlboro, NJ, 07746",https://www.greatschools.org/new-jersey/marlboro-township/1113-Marlboro-Middle-School/,6.0
Matawan Aberdeen Mid School,"469 MATAWAN AVENUE, Aberdeen Township, NJ, 07721",https://www.greatschools.org/new-jersey/aberdeen-township/1119-Matawan--Aberdeen-Mid-School/,6.0
Strathmore Elementary School,"282 CHURCH STREET, Aberdeen Township, NJ, 07747",https://www.greatschools.org/new-jersey/aberdeen-township/1122-Strathmore-Elementary-School/,6.0
Memorial Elementary School,"764 Grant Avenue, Maywood, NJ, 07607",https://www.greatschools.org/new-jersey/maywood/1125-Memorial-Elementary-School/,6.0
Roy W Brown Middle School,"130 South Washington Avenue, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/113-Roy-W-Brown-Middle-School/,6.0
Washington Elementary School,"49 South Summit Street, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/114-Washington-Elementary-School/,6.0
Merchantville Elementary School,"130 South Center Street, Merchantville, NJ, 08109",https://www.greatschools.org/new-jersey/merchantville/1141-Merchantville-Elementary-School/,6.0
Perth Amboy Vocational School,"457 High Street, Perth Amboy, NJ, 08861",https://www.greatschools.org/new-jersey/perth-amboy/1157-Perth-Amboy-Vocational-School/,6.0
Middletown - North High School,"63 TINDALL ROAD, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1160-Middletown---North-High-School/,6.0
Bayview Elementary School,"300 LEONARDVILLE ROAD, Middletown Township, NJ, 07718",https://www.greatschools.org/new-jersey/middletown/1165-Bayview-Elementary-School/,6.0
Harmony Elementary School,"100 Murphy Road, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1168-Harmony-Elementary-School/,6.0
Middletown Village Elementary School,"147 KINGS HIGHWAY, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1171-Middletown-Village-Elementary-School/,6.0
Nut Swamp Elementary School,"925 Nut Swamp Road, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1174-Nut-Swamp-Elementary-School/,6.0
Monroe Township Middle School,"1629 Perrineville Road, Monroe Township, NJ, 08831",https://www.greatschools.org/new-jersey/monroe-township/1210-Monroe-Township-Middle-School/,6.0
Brookside School,"370 BUCKELEW AVENUE, Monroe Township, NJ, 08831",https://www.greatschools.org/new-jersey/jamesburg/1213-Brookside-School/,6.0
Montague Township School,"475 U.S. 206, Montague, NJ, 07827",https://www.greatschools.org/new-jersey/montague-township/1214-Montague-Elementary-School/,6.0
Bradford School,"87 MT HEBRON RD, Montclair, NJ, 07042",https://www.greatschools.org/new-jersey/montclair/1217-Bradford-School/,6.0
Edgemont Elementary School,"20 Edgemont Road, Montclair, NJ, 07042",https://www.greatschools.org/new-jersey/montclair/1218-Edgemont-Elementary-School/,6.0
Mt Hebron Middle School,"173 BELLEVUE AVE, Montclair, NJ, 07042",https://www.greatschools.org/new-jersey/montclair/1221-Mt-Hebron-Middle-School/,6.0
Northeast Elementary School,"603 GROVE ST, Montclair, NJ, 07042",https://www.greatschools.org/new-jersey/montclair/1223-Northeast-Elementary-School/,6.0
Watchung Elementary School,"14 Garden Street, Montclair, NJ, 07042",https://www.greatschools.org/new-jersey/montclair/1224-Watchung-Elementary-School/,6.0
H & M Potter Elementary School,"60 VEEDER LANE, Berkeley Township, NJ, 08721",https://www.greatschools.org/new-jersey/berkeley-township/123-H--M-Potter-Elementary-School/,6.0
Mary E. Roberts Elementary School,"290 Crescent Avenue, Moorestown, NJ, 08057",https://www.greatschools.org/new-jersey/moorestown/1241-Mary-E.-Roberts-Elementary-School/,6.0
Morris Hills High School,"520 West Main Street, Rockaway, NJ, 07866",https://www.greatschools.org/new-jersey/rockaway/1245-Morris-Hills-High-School/,6.0
